Title,Opening Date,Closing Date,Days Played,Company,Series,Category,Year,Season,Notes,Lost,Country,Genre
The Rocky Horror Picture Show,1986-09-19,1986-09-20,2,Belcourt Twin,,Film,1986,,,,,
Karate Kid II,1986-09-26,1986-10-02,7,Belcourt Twin,,Film,1986,,,,,
Blue Velvet,1986-10-03,1986-10-16,14,Belcourt Twin,,Film,1986,,,,,
Children of a Lesser God (Preview Screening),1986-10-11,1986-10-11,1,Belcourt Twin,,Film,1986,,,,,
The Color of Money,1986-10-17,1986-12-04,49,Belcourt Twin,,Film,1986,,,,,
Children of a Lesser God,1986-10-17,1986-12-18,63,Belcourt Twin,,Film,1986,,,,,
Name of the Rose,1986-12-05,1986-12-24,20,Belcourt Twin,,Film,1986,,,,,
Mosquito Coast,1986-12-19,1987-01-15,28,Belcourt Twin,,Film,1986,,,,,
Morning After,1986-12-25,1987-01-29,36,Belcourt Twin,,Film,1986,,,,,
The Mission,1987-01-16,1987-03-12,56,Belcourt Twin,,Film,1987,,,,,
Crimes of the Heart,1987-01-30,1987-02-05,7,Belcourt Twin,,Film,1987,,,,,
Dead of Winter,1987-02-06,1987-02-19,14,Belcourt Twin,,Film,1987,,,,,
Radio Days,1987-02-20,1987-03-26,35,Belcourt Twin,,Film,1987,,,,,
Tin Men,1987-03-13,1987-05-07,56,Belcourt Twin,,Film,1987,,,,,
A Room With A View,1987-03-27,1987-05-21,56,Belcourt Twin,,Film,1987,,,,,
Gardens of Stone,1987-05-08,1987-06-02,26,Belcourt Twin,,Film,1987,,,,,
Platoon,1987-05-22,1987-05-28,7,Belcourt Twin,,Film,1987,,,,,
Hannah,1987-05-29,1987-06-04,7,Belcourt Twin,,Film,1987,,,,,
The Untouchables,1987-06-03,1987-08-06,65,Belcourt Twin,,Film,1987,,,,,
The Fringe Dwellers,1987-06-05,1987-06-11,7,Belcourt Twin,,Film,1987,,,,,
The Witches of Eastwick,1987-06-12,1987-07-30,49,Belcourt Twin,,Film,1987,,,,,
The Living Daylights,1987-07-31,1987-09-17,49,Belcourt Twin,,Film,1987,,,,,
Who's That Girl?,1987-08-07,1987-08-20,14,Belcourt Twin,,Film,1987,,,,,
Nadine,1987-08-21,1987-08-27,7,Belcourt Twin,,Film,1987,,,,,
The Big Easy,1987-08-28,1987-09-17,21,Belcourt Twin,,Film,1987,,,,,
Friday the 13th: Part IV,1987-09-18,1987-09-18,1,Belcourt Twin,All Night of Fright event,Film,1987,,,,,
Friday the 13th: Part V,1987-09-18,1987-09-18,1,Belcourt Twin,All Night of Fright event,Film,1987,,,,,
Friday the 13th: Part VI,1987-09-18,1987-09-18,1,Belcourt Twin,All Night of Fright event,Film,1987,,,,,
Fatal Attraction,1987-09-18,1987-12-10,84,Belcourt Twin,,Film,1987,,,,,
Hotel Colonial,1987-09-18,1987-09-24,7,Belcourt Twin,,Film,1987,,,,,
Platoon,1987-09-25,1987-10-01,7,Belcourt Twin,,Film,1987,,,,,
No Way Out,1987-10-02,1987-10-08,7,Belcourt Twin,,Film,1987,,,,,
Princess Bride,1987-10-09,1987-12-10,63,Belcourt Twin,,Film,1987,,,,,
Empire of the Sun,1987-12-11,1988-02-25,77,Belcourt Twin,,Film,1987,,,,,
Wall Street,1987-12-11,1988-02-25,77,Belcourt Twin,,Film,1987,,,,,
A Night in the Life of Jimmy Reardon,1988-02-26,1988-03-10,14,Belcourt Twin,,Film,1988,,,,,
Frantic,1988-02-26,1988-03-31,35,Belcourt Twin,,Film,1988,,,,,
Masquerade,1988-03-11,1988-04-14,35,Belcourt Twin,,Film,1988,,,,,
Beetlejuice,1988-04-01,1988-04-21,21,Belcourt Twin,,Film,1988,,,,,
The Last Emperor,1988-04-15,1988-06-09,56,Belcourt Twin,,Film,1988,,,,,
The Milagro Beanfield War,1988-04-22,1988-06-09,49,Belcourt Twin,,Film,1988,,,,,
The Presidio,1988-06-10,1988-07-21,42,Belcourt Twin,,Film,1988,,,,,
Bellman and True,1988-06-10,1988-06-16,7,Belcourt Twin,,Film,1988,,,,,
In a Shallow Grave,1988-06-17,1988-06-23,7,Belcourt Twin,,Film,1988,,,,,
The Last Emperor,1988-06-24,1988-07-07,14,Belcourt Twin,,Film,1988,,,,,
Arthur 2,1988-07-08,1988-07-28,21,Belcourt Twin,,Film,1988,,,,,
Bull Durham,1988-07-22,1988-09-15,56,Belcourt Twin,,Film,1988,,,,,
Big,1988-07-29,1988-08-11,14,Belcourt Twin,,Film,1988,,,,,
Clean and Sober,1988-08-12,1988-09-01,21,Belcourt Twin,,Film,1988,,,,,
Eat the Rich,1988-09-02,1988-09-08,7,Belcourt Twin,,Film,1988,,,,,
Raiders of the Lost Ark,1988-09-09,1988-09-15,7,Belcourt Twin,,Film,1988,,,,,
Cocktail,1988-09-16,1988-09-22,7,Belcourt Twin,,Film,1988,,,,,
Bagdad Cafe,1988-09-16,1988-10-13,28,Belcourt Twin,,Film,1988,,,,,
A Handful of Dust,1988-09-23,1988-09-29,7,Belcourt Twin,,Film,1988,,,,,
Memories of Me (Preview Screening),1988-09-24,1988-09-24,1,Belcourt Twin,,Film,1988,,,,,
A World Apart,1988-09-30,1988-10-06,7,Belcourt Twin,,Film,1988,,,,,
Memories of Me,1988-10-07,1988-10-20,14,Belcourt Twin,,Film,1988,,,,,
Bird,1988-10-14,1988-11-10,28,Belcourt Twin,,Film,1988,,,,,
Cocktail,1988-10-21,1988-11-03,14,Belcourt Twin,,Film,1988,,,,,
U2 - Rattle and Hum,1988-11-04,1988-12-01,28,Belcourt Twin,,Film,1988,,,,,
Pascali's Island,1988-11-11,1988-11-17,7,Belcourt Twin,,Film,1988,,,,,
A Summer Story,1988-11-18,1988-11-24,7,Belcourt Twin,,Film,1988,,,,,
Cocoon 2,1988-11-25,1989-01-05,42,Belcourt Twin,,Film,1988,,,,,
Tequila Sunrise,1988-12-02,1989-01-12,42,Belcourt Twin,,Film,1988,,,,,
The Accidental Tourist,1989-01-06,1989-03-02,56,Belcourt Twin,,Film,1989,,,,,
Mississippi Burning,1989-01-13,1989-02-16,35,Belcourt Twin,,Film,1989,,,,,
Torch Song Trilogy,1989-02-17,1989-03-16,28,Belcourt Twin,,Film,1989,,,,,
Her Alibi,1989-03-03,1989-03-09,7,Belcourt Twin,,Film,1989,,,,,
Skin Deep,1989-03-10,1989-04-06,28,Belcourt Twin,,Film,1989,,,,,
Dangerous Liaisons,1989-03-17,1989-04-06,21,Belcourt Twin,,Film,1989,,,,,
Dead Calm ,1989-04-07,1989-04-27,21,Belcourt Twin,,Film,1989,,,,,
Major League,1989-04-07,1989-05-18,42,Belcourt Twin,,Film,1989,,,,,
Loverboy,1989-04-28,1989-05-11,14,Belcourt Twin,,Film,1989,,,,,
Dream Team,1989-05-12,1989-06-01,21,Belcourt Twin,,Film,1989,,,,,
How I Got Into College,1989-05-19,1989-05-25,7,Belcourt Twin,,Film,1989,,,,,
Rainman,1989-05-26,1989-06-22,28,Belcourt Twin,,Film,1989,,,,,
Dangerous Liaisons,1989-06-02,1989-06-08,7,Belcourt Twin,,Film,1989,,,,,
Lean on Me,1989-06-09,1989-06-15,7,Belcourt Twin,,Film,1989,,,,,
Ghostbusters 2,1989-06-16,1989-07-20,35,Belcourt Twin,,Film,1989,,,,,
Batman,1989-06-23,1989-08-03,42,Belcourt Twin,,Film,1989,,,,,
Do the Right Thing,1989-07-21,1989-08-17,28,Belcourt Twin,,Film,1989,,,,,
When Harry Met Sally,1989-08-04,1989-09-28,56,Belcourt Twin,,Film,1989,,,,,
Let it Ride,1989-08-18,1989-08-31,14,Belcourt Twin,,Film,1989,,,,,
Indiana Jones and the Last Crusade,1989-09-01,1989-09-14,14,Belcourt Twin,,Film,1989,,,,,
Star Trek V,1989-09-01,1989-09-07,7,Belcourt Twin,,Film,1989,,,,,
Casualties of War,1989-09-15,1989-09-21,7,Belcourt Twin,,Film,1989,,,,,
Black Rain,1989-09-22,1989-10-26,35,Belcourt Twin,,Film,1989,,,,,
In Country,1989-09-29,1989-10-19,21,Belcourt Twin,,Film,1989,,,,,
Gross Anatomy,1989-10-20,1989-10-26,7,Belcourt Twin,,Film,1989,,,,,
Look Who's Talking,1989-10-27,1989-12-14,49,Belcourt Twin,,Film,1989,,,,,
Penn and Teller Get Killed,1989-10-27,1989-11-02,7,Belcourt Twin,,Film,1989,,,,,
Crimes and Misdemeanors,1989-11-03,1989-12-07,35,Belcourt Twin,,Film,1989,,,,,
She Devil,1989-12-08,1990-01-04,28,Belcourt Twin,,Film,1989,,,,,
Family Business,1989-12-15,1990-01-11,28,Belcourt Twin,,Film,1989,,,,,
Born on the 4th of July,1990-01-05,1990-03-01,56,Belcourt Twin,,Film,1990,,,,,
Driving Miss Daisy,1990-01-12,1990-05-24,133,Belcourt Twin,,Film,1990,,,,,
Music Box,1990-03-02,1990-03-15,14,Belcourt Twin,,Film,1990,,,,,
Lord of the Flies,1990-03-16,1990-04-05,21,Belcourt Twin,,Film,1990,,,,,
Coupe De Ville,1990-04-06,1990-04-12,7,Belcourt Twin,,Film,1990,,,,,
Joe Versus the Volcano,1990-04-13,1990-04-19,7,Belcourt Twin,,Film,1990,,,,,
The First Power,1990-04-20,1990-04-26,7,Belcourt Twin,,Film,1990,,,,,
Wild Orchid,1990-04-27,1990-05-17,21,Belcourt Twin,,Film,1990,,,,,
Bird on a Wire,1990-05-18,1990-07-19,63,Belcourt Twin,,Film,1990,,,,,
Back the Future 3,1990-05-25,1990-07-19,56,Belcourt Twin,,Film,1990,,,,,
Ford Fairlane,1990-07-13,1990-07-26,14,Belcourt Twin,,Film,1990,,,,,
Total Recall,1990-07-20,1990-07-26,7,Belcourt Twin,,Film,1990,,,,,
The Freshmen,1990-07-27,1990-08-23,28,Belcourt Twin,,Film,1990,,,,,
Presumed Innocent,1990-07-27,1990-10-11,77,Belcourt Twin,,Film,1990,,,,,
Men at Work,1990-08-24,1990-09-13,21,Belcourt Twin,,Film,1990,,,,,
Postcards From the Edge,1990-09-14,1990-11-01,49,Belcourt Twin,,Film,1990,,,,,
White Hunter Black Heart,1990-10-12,1990-11-01,21,Belcourt Twin,,Film,1990,,,,,
Graffiti Bridge,1990-11-02,1990-11-08,7,Belcourt Twin,,Film,1990,,,,,
Metropolitan,1990-11-02,1990-11-22,21,Belcourt Twin,,Film,1990,,,,,
The Hot Spot,1990-11-09,1990-11-15,7,Belcourt Twin,,Film,1990,,,,,
Rocky V,1990-11-16,1990-11-22,7,Belcourt Twin,,Film,1990,,,,,
Predator 2,1990-11-23,1990-12-20,28,Belcourt Twin,,Film,1990,,,,,
White Palace,1990-11-23,1990-12-20,28,Belcourt Twin,,Film,1990,,,,,
Mermaids,1990-12-21,1991-01-24,35,Belcourt Twin,,Film,1990,,,,,
The Bonfire of the Vanities,1990-12-21,1991-01-24,35,Belcourt Twin,,Film,1990,,,,,
The Grifters,1991-01-25,1991-02-21,28,Belcourt Twin,,Film,1991,,,,,
Alice,1991-01-25,1991-02-21,28,Belcourt Twin,,Film,1991,,,,,
Sheltering Sky,1991-02-15,1991-02-21,7,Belcourt Twin,,Film,1991,,,,,
Scenes From A Mall,1991-02-22,1991-03-21,28,Belcourt Twin,,Film,1991,,,,,
"He Said, She Said",1991-02-22,1991-03-14,21,Belcourt Twin,,Film,1991,,,,,
Guilty By Suspicion,1991-03-15,1991-03-28,14,Belcourt Twin,,Film,1991,,,,,
The Long Walk Home,1991-03-22,1991-05-09,49,Belcourt Twin,,Film,1991,,,,,
Mr. & Mrs. Bridge,1991-03-29,1991-04-04,7,Belcourt Twin,,Film,1991,,,,,
Defending Your Life,1991-04-05,1991-05-16,42,Belcourt Twin,,Film,1991,,,,,
F/X2,1991-05-10,1991-05-30,21,Belcourt Twin,,Film,1991,,,,,
Truth or Dare,1991-05-17,1991-06-13,28,Belcourt Twin,,Film,1991,,,,,
Impromptu,1991-05-31,1991-06-06,7,Belcourt Twin,,Film,1991,,,,,
City Slickers,1991-06-07,1991-08-01,56,Belcourt Twin,,Film,1991,,,,,
Dances with Wolves,1991-06-14,1991-06-20,7,Belcourt Twin,,Film,1991,,,,,
Dying Young,1991-06-21,1991-07-18,28,Belcourt Twin,,Film,1991,,,,,
Dutch,1991-07-19,1991-08-01,14,Belcourt Twin,,Film,1991,,,,,
V.I. Warshawski,1991-07-26,1991-08-15,21,Belcourt Twin,,Film,1991,,,,,
Doc Hollywood,1991-08-02,1991-09-19,49,Belcourt Twin,,Film,1991,,,,,
Mystery Date,1991-08-16,1991-08-29,14,Belcourt Twin,,Film,1991,,,,,
Child's Play 3,1991-08-30,1991-09-12,14,Belcourt Twin,,Film,1991,,,,,
Regarding Henry,1991-09-13,1991-09-26,14,Belcourt Twin,,Film,1991,,,,,
Point Break,1991-09-20,1991-09-26,7,Belcourt Twin,,Film,1991,,,,,
Necessary Roughness,1991-09-27,1991-10-17,21,Belcourt Twin,,Film,1991,,,,,
Thelma & Louise,1991-09-27,1991-10-03,7,Belcourt Twin,,Film,1991,,,,,
Shout,1991-10-04,1991-10-17,14,Belcourt Twin,,Film,1991,,,,,
The Doctor,1991-10-18,1991-10-24,7,Belcourt Twin,,Film,1991,,,,,
Terminator 2,1991-10-18,1991-10-24,7,Belcourt Twin,,Film,1991,,,,,
Crossing the Line,1991-10-25,1991-10-31,7,Belcourt Twin,,Film,1991,,,,,
Dead Again,1991-10-25,1991-10-31,7,Belcourt Twin,,Film,1991,,,,,
Little Man Tate,1991-11-01,1991-12-12,42,Belcourt Twin,,Film,1991,,,,,
Highlander 2,1991-11-01,1991-11-14,14,Belcourt Twin,,Film,1991,,,,,
Other People's Money,1991-11-15,1991-11-21,7,Belcourt Twin,,Film,1991,,,,,
The Rapture,1991-11-22,1991-12-05,14,Belcourt Twin,,Film,1991,,,,,
Star Trek VI,1991-12-06,1992-01-09,35,Belcourt Twin,,Film,1991,,,,,
The Fisher King,1991-12-13,1991-12-19,7,Belcourt Twin,,Film,1991,,,,,
JFK,1991-12-20,1992-02-06,49,Belcourt Twin,,Film,1991,,,,,
The Last Boy Scout,1992-01-10,1992-01-16,7,Belcourt Twin,,Film,1992,,,,,
Freejack,1992-01-17,1992-01-30,14,Belcourt Twin,,Film,1992,,,,,
Shining Through,1992-01-31,1992-02-27,28,Belcourt Twin,,Film,1992,,,,,
Final Analysis,1992-02-07,1992-03-19,42,Belcourt Twin,,Film,1992,,,,,
Memoirs of an Invisible Man,1992-02-28,1992-03-19,21,Belcourt Twin,,Film,1992,,,,,
Article 99,1992-03-13,1992-04-02,21,Belcourt Twin,,Film,1992,,,,,
The Hand That Rocks The Cradle,1992-03-20,1992-03-26,7,Belcourt Twin,,Film,1992,,,,,
White Men Can't Jump,1992-03-27,1992-04-16,21,Belcourt Twin,,Film,1992,,,,,
Prince of Tides,1992-04-03,1992-04-09,7,Belcourt Twin,,Film,1992,,,,,
Sleepwalkers,1992-04-10,1992-04-23,14,Belcourt Twin,,Film,1992,,,,,
The Babe,1992-04-17,1992-05-14,28,Belcourt Twin,,Film,1992,,,,,
White Sands,1992-04-24,1992-05-14,21,Belcourt Twin,,Film,1992,,,,,
The Cutting Edge,1992-05-08,1992-05-21,14,Belcourt Twin,,Film,1992,,,,,
Lethal Weapon 3,1992-05-15,1992-07-02,49,Belcourt Twin,,Film,1992,,,,,
Encino Man,1992-05-22,1992-06-11,21,Belcourt Twin,,Film,1992,,,,,
Fried Green Tomatoes,1992-06-12,1992-06-18,7,Belcourt Twin,,Film,1992,,,,,
Alien 3,1992-06-19,1992-06-25,7,Belcourt Twin,,Film,1992,,,,,
Basic Instrinct,1992-06-26,1992-07-02,7,Belcourt Twin,,Film,1992,,,,,
A League of Their Own,1992-07-03,1992-08-13,42,Belcourt Twin,,Film,1992,,,,,
Boomerang,1992-07-03,1992-07-30,28,Belcourt Twin,,Film,1992,,,,,
Prelude to a Kiss,1992-07-31,1992-08-06,7,Belcourt Twin,,Film,1992,,,,,
Unforgiven,1992-08-07,1992-09-17,42,Belcourt Twin,,Film,1992,,,,,
Howard's End,1992-08-14,1992-09-24,42,Belcourt Twin,,Film,1992,,,,,
Enchanted April,1992-09-18,1992-10-22,35,Belcourt Twin,,Film,1992,,,,,
Bob Roberts,1992-09-25,1992-10-15,21,Belcourt Twin,,Film,1992,,,,,
The Hairdresser's Husband,1992-10-16,1992-10-22,7,Belcourt Twin,,Film,1992,,,,,
Othello (1951),1992-10-23,1992-11-05,14,Belcourt Twin,,Film,1992,,,,,
The Best Intentions,1992-10-23,1992-11-05,14,Belcourt Twin,,Film,1992,,,,,
Zentropa,1992-11-06,1992-11-19,14,Belcourt Twin,,Film,1992,,,,,
Mistress,1992-11-06,1992-11-12,7,Belcourt Twin,,Film,1992,,,,,
A Tale of Springtime,1992-11-13,1992-11-19,7,Belcourt Twin,,Film,1992,,,,,
Where the Day Takes You,1992-11-20,1992-11-26,7,Belcourt Twin,,Film,1992,,,,,
A Brief History of Time,1992-11-20,1992-12-03,14,Belcourt Twin,,Film,1992,,,,,
Reservoir Dogs,1992-11-27,1992-12-10,14,Belcourt Twin,,Film,1992,,,,,
Effecienty Expert,1992-12-04,1992-12-17,14,Belcourt Twin,,Film,1992,,,,,
Traces of Red,1992-12-11,1992-12-24,14,Belcourt Twin,,Film,1992,,,,,
Waterland,1992-12-18,1992-12-24,7,Belcourt Twin,,Film,1992,,,,,
Hoffa,1992-12-25,1993-01-21,28,Belcourt Twin,,Film,1992,,,,,
The Crying Game,1992-12-25,1993-05-13,140,Belcourt Twin,,Film,1992,,,,,
Damage,1993-01-22,1993-02-25,35,Belcourt Twin,,Film,1993,,,,,
Peter's Friends,1993-02-26,1993-03-18,21,Belcourt Twin,,Film,1993,,,,,
Flirting,1993-03-19,1993-04-29,42,Belcourt Twin,,Film,1993,,,,,
Splitting Heirs,1993-04-30,1993-05-13,14,Belcourt Twin,,Film,1993,,,,,
Ethan Frome,1993-05-14,1993-05-27,14,Belcourt Twin,,Film,1993,,,,,
Map of the Human Heart,1993-05-14,1993-05-20,7,Belcourt Twin,,Film,1993,,,,,
Benny and Joon,1993-05-21,1993-05-27,7,Belcourt Twin,,Film,1993,,,,,
Mac,1993-05-21,1993-06-03,14,Belcourt Twin,,Film,1993,,,,,
"Oliver, Oliver",1993-05-28,1993-06-17,21,Belcourt Twin,,Film,1993,,,,,
Stolen Children,1993-06-04,1993-06-17,14,Belcourt Twin,,Film,1993,,,,,
Watch It,1993-06-18,1993-06-24,7,Belcourt Twin,,Film,1993,,,,,
Much Ado About Nothing,1993-06-18,1993-08-19,63,Belcourt Twin,,Film,1993,,,,,
"Volare, Volare",1993-06-25,1993-07-01,7,Belcourt Twin,,Film,1993,,,,,
Cabeza De Vaca,1993-07-02,1993-07-08,7,Belcourt Twin,,Film,1993,,,,,
Van Gogh,1993-07-09,1993-07-15,7,Belcourt Twin,,Film,1993,,,,,
Tous Les Matins Du Monde,1993-07-16,1993-07-22,7,Belcourt Twin,,Film,1993,,,,,
Indochine,1993-07-23,1993-08-12,21,Belcourt Twin,,Film,1993,,,,,
In a Moment of Passion,1993-08-13,1993-08-19,7,Belcourt Twin,,Film,1993,,,,,
Orlando,1993-08-20,1993-09-09,21,Belcourt Twin,,Film,1993,,,,,
Like Water For Chocolate,1993-08-20,1993-09-23,35,Belcourt Twin,,Film,1993,,,,,
The Story of Oui Ju,1993-09-10,1993-09-16,7,Belcourt Twin,,Film,1993,,,,,
Boxing Helena,1993-09-17,1993-09-30,14,Belcourt Twin,,Film,1993,,,,,
The Wedding Banquet,1993-09-24,1993-10-28,35,Belcourt Twin,,Film,1993,,,,,
Sofie,1993-10-01,1993-10-07,7,Belcourt Twin,,Film,1993,,,,,
Undercover Blues,1993-10-08,1993-10-21,14,Belcourt Twin,,Film,1993,,,,,
The Ballad of Little Jo,1993-10-22,1993-10-28,7,Belcourt Twin,,Film,1993,,,,,
Dazed and Confused,1993-10-29,1993-11-25,28,Belcourt Twin,,Film,1993,,,,,
Madame Butterfly,1993-10-29,1993-11-04,7,Belcourt Twin,,Film,1993,,,,,
Wild West,1993-11-05,1993-11-11,7,Belcourt Twin,,Film,1993,,,,,
The Remains of the Day,1993-11-12,1993-12-24,43,Belcourt Twin,,Film,1993,,,,,
The Piano,1993-11-26,1994-02-17,84,Belcourt Twin,,Film,1993,,,,,
The Summer House,1993-12-25,1994-01-13,20,Belcourt Twin,,Film,1993,,,,,
Philadelphia,1994-01-14,1994-02-24,42,Belcourt Twin,,Film,1994,,,,,
Short Cuts,1994-02-18,1994-03-17,28,Belcourt Twin,,Film,1994,,,,,
Farewell My Concubine,1994-02-25,1994-03-10,14,Belcourt Twin,,Film,1994,,,,,
The Accompanist,1994-03-11,1994-03-17,7,Belcourt Twin,,Film,1994,,,,,
The War Room,1994-03-18,1994-03-24,7,Belcourt Twin,,Film,1994,,,,,
The Snapper,1994-03-18,1994-03-31,14,Belcourt Twin,,Film,1994,,,,,
Romeo is Bleeding,1994-03-25,1994-03-31,7,Belcourt Twin,,Film,1994,,,,,
Scent of the Green Papayas,1994-04-01,1994-04-07,7,Belcourt Twin,,Film,1994,,,,,
House of the Spirits,1994-04-01,1994-04-21,21,Belcourt Twin,,Film,1994,,,,,
Naked,1994-04-08,1994-04-14,7,Belcourt Twin,,Film,1994,,,,,
Four Weddings and A Funeral,1994-04-15,1994-06-16,63,Belcourt Twin,,Film,1994,,,,,
Sirens,1994-04-22,1994-05-19,28,Belcourt Twin,,Film,1994,,,,,
Belle Epoque,1994-05-20,1994-06-02,14,Belcourt Twin,,Film,1994,,,,,
Bitter Moon,1994-06-03,1994-06-09,7,Belcourt Twin,,Film,1994,,,,,
Germinal,1994-06-10,1994-06-16,7,Belcourt Twin,,Film,1994,,,,,
Cement Garden,1994-06-17,1994-06-23,7,Belcourt Twin,,Film,1994,,,,,
Dream Lover,1994-06-17,1994-06-23,7,Belcourt Twin,,Film,1994,,,,,
Kika,1994-06-24,1994-06-30,7,Belcourt Twin,,Film,1994,,,,,
Back Beat,1994-06-24,1994-07-07,14,Belcourt Twin,,Film,1994,,,,,
Little Buddha ,1994-07-01,1994-07-14,14,Belcourt Twin,,Film,1994,,,,,
Widow's Peak,1994-07-08,1994-07-28,21,Belcourt Twin,,Film,1994,,,,,
Cronos,1994-07-15,1994-07-21,7,Belcourt Twin,,Film,1994,,,,,
Go Fish,1994-07-22,1994-08-18,28,Belcourt Twin,,Film,1994,,,,,
Naked in New York,1994-07-29,1994-08-11,14,Belcourt Twin,,Film,1994,,,,,
Barcelona,1994-08-12,1994-09-15,35,Belcourt Twin,,Film,1994,,,,,
Foreign Student,1994-08-19,1994-08-25,7,Belcourt Twin,,Film,1994,,,,,
White,1994-08-26,1994-09-01,7,Belcourt Twin,,Film,1994,,,,,
"Eat, Drink, Man, Woman",1994-09-02,1994-09-22,21,Belcourt Twin,,Film,1994,,,,,
"The Adventures of Priscilla, Queen of the Desert",1994-09-16,1994-10-27,42,Belcourt Twin,,Film,1994,,,,,
Spanking the Monkey,1994-09-23,1994-10-06,14,Belcourt Twin,,Film,1994,,,,,
Just Like a Woman,1994-10-07,1994-10-13,7,Belcourt Twin,,Film,1994,,,,,
Rapa Nui,1994-10-14,1994-10-20,7,Belcourt Twin,,Film,1994,,,,,
Nostradamus,1994-10-21,1994-10-27,7,Belcourt Twin,,Film,1994,,,,,
New Age,1994-10-28,1994-11-03,7,Belcourt Twin,,Film,1994,,,,,
I Don't Want to Talk About It,1994-10-28,1994-11-03,7,Belcourt Twin,,Film,1994,,,,,
Forrest Gump,1994-11-04,1994-11-17,14,Belcourt Twin,,Film,1994,,,,,
Bullets Over Broadway,1994-11-04,1994-12-15,42,Belcourt Twin,,Film,1994,,,,,
Clerks,1994-11-11,1994-12-15,35,Belcourt Twin,,Film,1994,,,,,
Oleanna,1994-11-18,1994-11-24,7,Belcourt Twin,,Film,1994,,,,,
Caro Diario,1994-11-25,1994-12-01,7,Belcourt Twin,,Film,1994,,,,,
The Browning Version,1994-12-09,1994-12-22,14,Belcourt Twin,,Film,1994,,,,,
Princess Caraboa,1994-12-16,1994-12-24,9,Belcourt Twin,,Film,1994,,,,,
Heavenly Creatures,1994-12-23,1995-01-19,28,Belcourt Twin,,Film,1994,,,,,
Ready to Wear,1994-12-25,1995-01-19,26,Belcourt Twin,,Film,1994,,,,,
Last Seduction,1995-01-13,1995-02-02,21,Belcourt Twin,,Film,1995,,,,,
Making Up/ The Coriolis Effect (short),1995-01-20,1995-01-26,7,Belcourt Twin,,Film,1995,,,,,
Pulp Fiction,1995-01-20,1995-02-02,14,Belcourt Twin,,Film,1995,,,,,
Immortal Beloved,1995-01-27,1995-03-02,35,Belcourt Twin,,Film,1995,,,,,
Hoop Dreams,1995-02-03,1995-02-23,21,Belcourt Twin,,Film,1995,,,,,
The Madness of King George,1995-02-24,1995-04-06,42,Belcourt Twin,,Film,1995,,,,,
Red,1995-03-03,1995-03-09,7,Belcourt Twin,,Film,1995,,,,,
Vanya on 42nd Street,1995-03-10,1995-03-16,7,Belcourt Twin,,Film,1995,,,,,
To Live,1995-03-17,1995-03-23,7,Belcourt Twin,,Film,1995,,,,,
Mrs. Parker,1995-03-24,1995-04-06,14,Belcourt Twin,,Film,1995,,,,,
Shallow Grave,1995-04-07,1995-04-13,7,Belcourt Twin,,Film,1995,,,,,
Strawberry and Chocolate,1995-04-07,1995-04-20,14,Belcourt Twin,,Film,1995,,,,,
The Wild Bunch (1969),1995-04-14,1995-04-27,14,Belcourt Twin,,Film,1995,,,,,
Queen Margot,1995-04-21,1995-05-11,21,Belcourt Twin,,Film,1995,,,,,
A Man of No Importance,1995-04-28,1995-05-04,7,Belcourt Twin,,Film,1995,,,,,
The Secret of Roan Inish,1995-05-05,1995-05-25,21,Belcourt Twin,,Film,1995,,,,,
Farinelli,1995-05-12,1995-05-18,7,Belcourt Twin,,Film,1995,,,,,
In The Land of the Deaf,1995-05-19,1995-05-25,7,Belcourt Twin,,Film,1995,,,,,
Basketball Diaries,1995-05-26,1995-06-01,7,Belcourt Twin,,Film,1995,,,,,
Dr. Zhivago,1995-05-26,1995-06-01,7,Belcourt Twin,,Film,1995,,,,,
Colonel Chabert,1995-06-02,1995-06-08,7,Belcourt Twin,,Film,1995,,,,,
The Englishman Who Went Up a Hill but Came Down a Mountain,1995-06-02,1995-06-22,21,Belcourt Twin,,Film,1995,,,,,
Martha & Ethel,1995-06-09,1995-06-15,7,Belcourt Twin,,Film,1995,,,,,
Tom & Viv,1995-06-16,1995-06-22,7,Belcourt Twin,,Film,1995,,,,,
Window to Paris,1995-06-23,1995-06-29,7,Belcourt Twin,,Film,1995,,,,,
Once Were Warriors,1995-06-23,1995-06-29,7,Belcourt Twin,,Film,1995,,,,,
Smoke,1995-06-30,1995-08-03,35,Belcourt Twin,,Film,1995,,,,,
Crumb,1995-06-30,1995-07-20,21,Belcourt Twin,,Film,1995,,,,,
Postman,1995-07-14,1995-08-03,21,Belcourt Twin,,Film,1995,,,,,
Burnt By the Sun,1995-07-21,1995-07-27,7,Belcourt Twin,,Film,1995,,,,,
The Sum of Us,1995-07-28,1995-08-03,7,Belcourt Twin,,Film,1995,,,,,
Pure Formality,1995-08-04,1995-08-10,7,Belcourt Twin,,Film,1995,,,,,
Love & Human Remains,1995-08-04,1995-08-10,7,Belcourt Twin,,Film,1995,,,,,
Martha and I,1995-08-11,1995-08-17,7,Belcourt Twin,,Film,1995,,,,,
Kids,1995-08-11,1995-09-07,28,Belcourt Twin,,Film,1995,,,,,
Wigstock,1995-08-18,1995-08-24,7,Belcourt Twin,,Film,1995,,,,,
Belle De Jour,1995-08-25,1995-09-14,21,Belcourt Twin,,Film,1995,,,,,
Little Odessa,1995-09-08,1995-09-14,7,Belcourt Twin,,Film,1995,,,,,
