2000,Albert Schweitzer Tribute
2000,Superbowl Fundraiser
2000,How About Dinner and a Movie: Cries of Silence
2000,Evolution D'Amour
2000,Oscar Night America 2000
2000,Frank Wilderhorn: The CIvil War Composer (Fundraiser)
2000,Everybody's Talkin' - Mosaic Youth Theatre of Detroit
2000,27th Annual Achitecture Awards
2000,Winter Sleeps
2000,Croupier
2000,The Mupper Movie
2000,Private Confessions
2000,Old Yeller
2000,Mockingbird Theatre - NeST festival
2000,The Terrorist
2000,Willy Wonka and the Chocolate Factory
2000,The Gold Rush
2000,Benji
2000,Onegin
2000,The Jungle Book
2000,"Dwight Yoakam's South of Heaven, West of Hell"
2000,West Beirut
2000,The Grand Illusion
2000,The Wizard of Oz
2000,Jules and Jim
2000,The Wizard of Oz
2000,The Dark Side of the Rainbow
2000,Friends Seen and Unseen (Documentary about Prophet Omega)
2000,The 400 Blows
2000,West Beirut
2000,The Dark Side of the Rainbow
2000,42 Up
2000,Chuck and Buck
2000,Beau Travail
2000,All Over Again 
2000,The Discreet Charm of the Bourgeoisie
2000,"Jacob Young Film Fest (American Breakdown, The Dancing Outlaw, The Amazing Delores)"
2000,Cecil B. Demented
2000,The Third Man
2000,L'Humanite
2000,Fever Pitch
2000,The Discreet Charm of the Bourgeoisie
2000,Peeping Tom
2000,The Edge of the World
2000,The Interview
2000,Set Me Free
2000,The Gift of Make Believe with Ginger Sands
2000,The Wedding Fundraiser (for Mockingbird Theatre)
2000,Dancer in the Dark
2000,Love and Sex
2000,The Florentine
2000,Mockingbird Theatre: Three Days of Rain
2000,Au Hazard Balthazar
2000,Bittersweet Motel
2000,Belcourt Halloween Party
2000,Abbott and Costello Meet Frankstein 
2000,Abbott and Costello Meet the Invisible Man
2000,Homeland (A PBS Premiere)
2000,Incident at Ogala
2000,Grand Avenue
2000,Robbie Robertson: Going Home
2000,NAMMY Highlights
2000,Aimee and Jaguar
2000,Urban Elephant
2000,Cannes International Advertising Film Festival
2000,Requiem for a Dream
2000,Goya in Bordeaux
2000,Mockingbird Theatre: Christmas with Mockingbird
2000,Love Letters (Play)
2000,Place Vendome
2000,Pan Tadeusz
2000,Pola X
2001,The Sorrow and the Pity
2001,Venus Beauty Institute
2001,Ravaged (rental screening)
2001,Nashville Shakespeare Festival:The Complete Works of William Shakespeare
2001,Topsy Turvy
2001,Nashville Opera Preview Talk: Mikado
2001,Me and Isaac Newton
2001,Orson Welles' The Trial
2001,Before Night Falls
2001,Left Luggage
2001,Rififi
2001,How About Dinner and a Movie? - Songcatcher
2001,Blue Moon
2001,Solas
2001,Rental: Restoration: God's Promise to You
2001,A Time for Drunken Horses
2001,Encounter
2001,Benjamin Smoke
2001,Oscar Night
2001,Barton Fink
2001,Raising Arizona
2001,Dancer in the Dark
2001,Last Resort
2001,"BANFF Mountain Film Fest, The Fly, Naked Lunch, Last Resort"
2001,The Fly
2001,Naked Lunch
2001,Opera Clips: A preview talk on Otello
2001,When Brendan Met Trudy
2001,Ratcatcher
2001,How Green Was My Valley
2001,My Darling Clementine
2001,Yi-Yi
2001,The Princess Bride
2001,George Washington
2001,Titus
2001,AthensSouth Theatre: A Rose By Any Other Name
2001,Too Much Sleep
2001,People's Branch Theatre: The Zoo Story/ Krapp's Last Tape
2001,Titus
2001,Bringing Up Baby
2001,Series 7: The Contenders
2001,Gentlemen Prefer Blondes
2001,The Seven Year Itch
2001,Heidi
2001,Belcourt 1 year Birthday Bash
2001,The Center of the World
2001,Bringing Up Baby
2001,Existo
2001,Mockingbird Theatre: New Southern Theatre
2001,Boone & Crocket: The Hunter Heroes
2001,My Name is Goodtime Charlie
2001,The Day I Became a Woman
2001,Existo
2001,The Gleaners and I 
2001,I Am Cuba
2001,Atlantis (1991)
2001,It Happened Here
2001,The Apartment
2001,Irma La Douce
2001,Les Mistons (short)
2001,Bon Voyage (short)
2001,Aventure Malgache (short)
2001,Cyrano de Bergerac
2001,Bonnie and Clyde
2001,Woman in the Dunes
2001,Maborosi No Hikari
2001,Badlands
2001,The Wild Bunch
2001,Antonia Gaudi
2001,Little Shop of Horrors
2001,Village of Dreams
2001,"South of Heaven, West of Hell"
2001,"New York, New York"
2001,Tabu
2001,Elvis: That's The Way It Is
2001,Chac: Deios de la lluvia
2001,Quadrophenia
2001,Why Has the Bodhi-Dharma Left for the East?
2001,Guys and Dolls
2001,Tabu
2001,Guys and Dolls
2001,The King is Alive
2001,To Have and Have Not
2001,West Side Story
2001,The Celebration
2001,The Philadelphia Story
2001,To Have and Have Not
2001,The Circle
2001,All About Eve
2001,Monty Python and the Holy Grail
2001,Baise-Moi
2001,How to Steal a Million
2001,How to Steal a Million
2001,Who's Afraid of Virginia Woolf?
2001,Adanggaman
2001,Jump Tomorrow
2001,The Man Who Bought Mustique
2001,Lolita
2001,Lumumba
2001,The Turadot Project
2001,Paths of Glory
2001,Cure
2001,Full Metal Jacket
2001,Henry V
2001,A Clockwork Orange
2001,The Shining
2001,Vampire Hunter D: Bloodlust
