Year,Title,IMDb Title,IMDb Year,Director,Cast,Country,Certification,Genre,Runtime,Poster URL,Plot Outline,IMDb URL
2000.0,Albert Schweitzer Tribute,Albert Schweitzer,1957,Jerome Hill,"Burgess Meredith, Fredric March, Albert Schweitzer, Helene Schweitzer","France, United States","Germany:6, New Zealand:G, United Kingdom:U, United States:Approved, United States:Passed::(National Board of Review), West Germany:6","Documentary, Biography, History",85,"https://m.media-amazon.com/images/M/MV5BZjc5OTk2MWItMzA3NS00YTI0LTk2ZDMtYmZhZmI2NTM3NGJiXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","This biographical drama/documentary narrative written by Dr. Albert Schweitzer and spoken by Fredric March, traces the life of Dr. Schweitzer (with actors playing the characters), from his birth in France up to about the age of 30 when he makes the decision to go to French Equatorial Africa and build his jungle hospital. The latter half of the film encompasses a full day in the hospital-village following the 80s-plus Samaritan in his daily rounds.",https://www.imdb.com/title/tt0050109/
2000.0,Superbowl Fundraiser,,,,,,,,,,,
2000.0,How About Dinner and a Movie: Cries of Silence,,,,,,,,,,,
2000.0,Evolution D'Amour,X-Men: Evolution,2000,,"Kirby Morrow, Venus Terzo, Brad Swaile, David Kaye","United States, Japan, Canada","Brazil:Livre, Germany:12::(DVD rating), Hong Kong:I, Japan:G::(self-applied), United Kingdom:7+::(self-applied), United States:TV-Y7, United States:Not Rated::(DVD rating)","Animation, Action, Adventure, Drama, Fantasy, Romance, Sci-Fi, Thriller",23,"https://m.media-amazon.com/images/M/MV5BZmQyMDU4OTMtZmZiNy00OTY1LTliMjUtMTcyZTI0ODA3MGZlXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","Professor Charles Francis Xavier, who has the mutant ability to read minds, searches for new mutants to train them how to use their powers for good and to prevent the mutants from harming themselves and others at his School for Gifted Youngsters. His opposition, Magneto ""Master of Magnetism"", is doing the same thing, but for evil purposes. He has made Mystique who is a shape-shifter, a principle of his high school to gather evil mutants to prepare them for war against non-mutants. The most interesting plot of the story is that all the heroes and villains attend the same high school. The classic battle of good vs. evil has begun again.",https://www.imdb.com/title/tt0247827/
2000.0,Oscar Night America 2000,,,,,,,,,,,
2000.0,Frank Wilderhorn: The CIvil War Composer (Fundraiser),,,,,,,,,,,
2000.0,Everybody's Talkin' - Mosaic Youth Theatre of Detroit,,,,,,,,,,,
2000.0,27th Annual Achitecture Awards,The 27th Annual Academy Awards,1955,"Bill Bennington, Grey Lockwood","Bob Hope, Buddy Adler, Anna Maria Alberghetti, June Allyson",United States,,Family,,"https://m.media-amazon.com/images/M/MV5BMTU1MTY1Mjc3N15BMl5BanBnXkFtZTcwMzYyMzYzNA@@._V1_SY150_CR8,0,101,150_.jpg","Award of the American academy of cinematographic arts and sciences, from 1940 known as ""Oscar"", - American film award created in 1929 and traditionally handed to the figures of cinematographic art for their contribution to creation of movies.",https://www.imdb.com/title/tt0338682/
2000.0,Winter Sleeps,Winter Sleepers,1997,Tom Tykwer,"Ulrich Matthes, Marie-Lou Sellem, Heino Ferch, Floriane Daniel",Germany,"Finland:K-12, France:Tous publics, Germany:12::(bw), Netherlands:AL, Norway:15, Spain:13, United Kingdom:15","Drama, Romance, Thriller",122,"https://m.media-amazon.com/images/M/MV5BMjAzMTM3NTQ5OV5BMl5BanBnXkFtZTYwMjg1MTk5._V1_SY150_CR1,0,101,150_.jpg","Local farmer Theo is a man struggling to keep his family happy and fed. One day he heads out with a horse in a trailer hitched to the back of his car. Also in the trailer, hiding, is his young daughter who stowed away without permission. On a slippery road, things are about to change. A chain reaction has begun, a door has been opened, and the hand of fate has entered the game as an invisible player.",https://www.imdb.com/title/tt0120522/
2000.0,Croupier,Croupier,1998,Mike Hodges,"Clive Owen, Nick Reding, Nicholas Ball, Alexander Morton","United Kingdom, Ireland, France, Germany","Argentina:13, Australia:M, Canada:14A, Canada:G::(Québec), Finland:K-11, France:Tous publics, Germany:12::(w), Iceland:12, Ireland:15, Poland:15, Singapore:R(A), South Africa:13, Spain:13, United Kingdom:15, United States:Not Rated","Crime, Drama, Thriller",94,"https://m.media-amazon.com/images/M/MV5BNjMwZmExNjUtMmMyMC00YmVmLTg5MWEtNDg3OWE3MzQ0YTAyXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg","Jack Manfred is an aspiring writer going nowhere fast. To make ends meet, and against his better judgement, he takes a job as a croupier. He finds himself drawn into the casino world and the job gradually takes over his life; his relationship with girlfriend Marion begins to deteriorate. One gambler in particular catches his attention: Jani, whom he starts to see outside of working hours - a serious violation of casino rules. Jani is down on her luck; under pressure from her creditors she approaches Jack, asking him to be the inside man for a planned heist at the casino. Jack carefully considers the odds; it all looks so simple, but even a professional like Jack can't predict the cards he will be dealt.",https://www.imdb.com/title/tt0159382/
2000.0,The Mupper Movie,The Muppet Movie,1979,James Frawley,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt","United Kingdom, United States","Argentina:Atp, Australia:G, Brazil:Livre, Canada:G, Chile:TE, Colombia:T, Czechia:U, Finland:S, France:Tous publics, Greece:K, Hong Kong:I, Hungary:KN, Iceland:L, India:U, Italy:T, Japan:G, Lithuania:V, Malaysia:U, New Zealand:G, New Zealand:G, Nigeria:G, Norway:7::(cinema rating), Peru:Apt, Portugal:M/6, Saudi Arabia:G, Singapore:PG, South Korea:12, Sweden:Btl, United Kingdom:U, United States:G::(No. 25675), Vietnam:P, West Germany:6","Adventure, Comedy, Family, Musical",95,"https://m.media-amazon.com/images/M/MV5BMTE0ODE3N2ItYjRiOS00ZGU4LThjZTgtOGY5ZTFhMTNlZTNlXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg","While living the quiet life in a swamp, Kermit the Frog is approached by a Hollywood agent to audition for the chance of a lifetime. So Kermit takes this chance for his big break as he makes the journey to Hollywood. Along the way, Kermit comes across several quirky new friends including comedic Fozzie Bear, beautiful but feisty Miss Piggy, and the Great Gonzo. But Kermit must also watch out for ruthless Doc Hopper, who plans to use him as his spokesman for his frog legs food chain.",https://www.imdb.com/title/tt0079588/
2000.0,Private Confessions,Private Confessions,1996,Liv Ullmann,"Pernilla August, Max von Sydow, Samuel Fröler, Thomas Hanzon",Sweden,"Australia:M, Spain:13","Biography, Drama",135,"https://m.media-amazon.com/images/M/MV5BMTgyMDczNzAxMF5BMl5BanBnXkFtZTcwMTY0MTcyMQ@@._V1_SX101_CR0,0,101,150_.jpg","Five conversations frame a flawed marriage in this film written by Ingmar Bergman about his parents. Guilt-ridden wife Anna (Pernilla August) divulges an extramarital affair to a priest, her uncle Jacob (Max von Sydow). He presses her to confess her sins to her husband, Henrik. As the film moves back and forth in time, the notion of truth is tested. Tomas, the lover, and Henrik will find that Anna's confessions do not absolve anyone, and have the power to inflict more pain. Source: Rotten Tomatoes",https://www.imdb.com/title/tt0115164/
2000.0,Old Yeller,Old Yeller,1957,Robert Stevenson,"Dorothy McGuire, Fess Parker, Jeff York, Chuck Connors",United States,"Australia:G, Australia:PG::(TV rating), Brazil:Livre, Canada:G, Finland:K-8, France:Tous publics, Germany:6, Iceland:L, India:U, Ireland:G, Italy:T, Japan:G, Malaysia:U, Netherlands:AL, New Zealand:G, Norway:A::(cinema rating), South Africa:A, South Korea:All, Sweden:Btl, Turkey:G, United Kingdom:U, United States:Approved, United States:G","Adventure, Drama, Family, Western",83,"https://m.media-amazon.com/images/M/MV5BOWE4NzZiNTctNzQ4My00MDE3LThiNTMtNDYwNWRjZGRlM2QzXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860's. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog. After a series of scrapes involving raccoons, snakes, bears, wild hogs and wolves, Travis grows to love and respect Old Yeller, who comes to have a profound effect on the boy's life.",https://www.imdb.com/title/tt0050798/
2000.0,Mockingbird Theatre - NeST festival,,,,,,,,,,,
2000.0,The Terrorist,The Terrorist,1998,Santosh Sivan,"Ayesha Dharker, K. Krishna, Sonu Sisupal, Vishwas",India,"Australia:M, Canada:G::(Québec), France:Tous publics, Italy:T, Singapore:PG, South Africa:16, South Africa:13::(DVD rating), Spain:13::(ICAA), United Kingdom:12, United States:Unrated",Drama,95,"https://m.media-amazon.com/images/M/MV5BYWUxMjMxZTctNWFkZS00ODVlLThjZmYtZTcyMmY0N2MzNzU2XkEyXkFqcGc@._V1_SY150_CR3,0,101,150_.jpg","Malli is a 19-year-old girl who joined a terrorist organization at a very young age after her brother was killed in the cause. Now in her young adulthood, she volunteers for a suicide assassination mission to kill a VIP in the service of her cause. With intricate preparations and seemingly firm resolve, she makes her way to the target area where the plot will be executed. However, events occur that make her question her determination to complete her mission and the very nature of the sacrifice that she is called upon to make.",https://www.imdb.com/title/tt0169302/
2000.0,Willy Wonka and the Chocolate Factory,Willy Wonka & the Chocolate Factory,1971,Mel Stuart,"Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear","United Kingdom, United States","Argentina:Atp, Australia:G, Belgium:AL/Tous, Brazil:Livre, Bulgaria:B, Canada:G::(Alberta), Canada:PG::(Ontario), Canada:G::(Ontario), Canada:F::(Ontario), Denmark:A, Finland:S, Finland:S, Finland:K-8, France:Tous publics, Germany:0, Greece:K, Hong Kong:I, India:U, Ireland:G, Italy:T, Japan:G, Malaysia:U, Maldives:G, Mexico:A, Netherlands:6, New Zealand:G, Nigeria:G, Norway:7::(VOD), Norway:7, Peru:Apt, Philippines:G::(self-applied), Poland:0::(TV rating), Poland:0::(self-applied), Portugal:M/6, Russia:0+, Saudi Arabia:G, Singapore:PG, South Africa:A, South Korea:All, Spain:A, Sweden:Btl, Taiwan:0+, Turkey:G::(self-applied), United Kingdom:U, United States:TV-G, United States:TV-PG::(ABC Family), United States:G, United Arab Emirates:FAM::(self-applied), Vietnam:P, West Germany:6","Adventure, Comedy, Family, Fantasy, Musical",100,"https://m.media-amazon.com/images/M/MV5BNzllNzlkNzYtZTEzZi00ODMwLWFlYTctZDE5Mzk0NTM1NmViXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg","The world is astounded when Willy Wonka, for years a recluse in his factory, announces that five lucky people will be given a tour of the factory, shown all the secrets of his amazing candy, and one will win a lifetime supply of Wonka chocolate. Nobody wants the prize more than young Charlie, but as his family is so poor that buying even one bar of chocolate is a treat, buying enough bars to find one of the five golden tickets is unlikely in the extreme. But in movieland, magic can happen. Charlie, along with four somewhat odious other children, get the chance of a lifetime and a tour of the factory. Along the way, mild disasters befall each of the odious children, but can Charlie beat the odds and grab the brass ring?",https://www.imdb.com/title/tt0067992/
2000.0,The Gold Rush,The Gold Rush,1925,Charles Chaplin,"Charles Chaplin, Mack Swain, Tom Murray, Henry Bergman",United States,"Argentina:Atp, Australia:G, Brazil:Livre, Denmark:A, Finland:S, France:Tous publics, Germany:0, Iceland:L, Italy:T, Japan:G, New Zealand:G, Norway:A::(cinema rating), Poland:12, Portugal:M/6, South Korea:All, Spain:A, Sweden:Btl, Taiwan:6+, United Kingdom:U, United States:TV-G, United States:TV-Y, United States:TV-Y7, United States:Passed::(National Board of Review), United States:Approved::(-r), West Germany:6","Adventure, Comedy, Drama, Romance, Western",95,"https://m.media-amazon.com/images/M/MV5BNGU1NjYzYTAtZmY0YS00NWIzLTkzNzUtYzc2ZTIyOTIxZjVhXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.,https://www.imdb.com/title/tt0015864/
2000.0,Benji,Benji,1974,Joe Camp,"Patsy Garrett, Allen Fiuzat, Cynthia Smith, Peter Breck",United States,"Argentina:Atp, Australia:G, Finland:S, France:Tous publics, Germany:6::(video rating), Iceland:L, Italy:T, Japan:G, Netherlands:AL, Netherlands:6::(Netflix), Norway:5, Singapore:G, Sweden:Btl, United Kingdom:U, United Kingdom:Uc::(video), United States:TV-Y::(DVD rating), United States:TV-Y7::(FV), United States:G, United States:TV-G::(new rating), West Germany:6::(f)","Adventure, Family, Romance",86,"https://m.media-amazon.com/images/M/MV5BYjNkNzJlMTAtYmU3OS00NTZmLWI5Y2MtMWQxOTczNDk2NzMxXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","The first movie about the famous golden mutt. Benji is a stray who has nonetheless worked his way into the hearts of a number of the townspeople, who give him food and attention whenever he stops by. His particular favorites are a pair of children who feed and play with him against the wishes of their parents. When the children are kidnapped, however, the parents and the police are at a loss to find them. Only Benji can track them down, but will he be in time? If he can save the day, he may just find the permanent home he's been longing for.",https://www.imdb.com/title/tt0071206/
2000.0,Onegin,Onegin,1999,Martha Fiennes,"Ralph Fiennes, Liv Tyler, Toby Stephens, Lena Headey","United Kingdom, United States","Australia:M, Brazil:Livre, Canada:PG::(Manitoba/Nova Scotia), Germany:12::(w), Hong Kong:IIA, Iceland:L, Ireland:PG, Italy:T, Netherlands:AL, New Zealand:M, Russia:16+, Singapore:PG, South Africa:PG::(V), South Korea:18, Spain:7, United Kingdom:12, United States:R","Drama, Romance",106,"https://m.media-amazon.com/images/M/MV5BN2RjMjVlNDYtMWViOC00NDEwLWFjZWUtMjJmMjU0YTg3NzY3XkEyXkFqcGc@._V1_SY150_CR2,0,101,150_.jpg","In the opulent St. Petersburg of the Empire period, Eugene Onegin is a jaded but dashing aristocrat - a man often lacking in empathy, who suffers from restlessness, melancholy and, finally, regret. Through his best friend Lensky, Onegin is introduced to the young Tatiana. A passionate and virtuous girl, she soon falls hopelessly under the spell of the aloof newcomer and professes her love for him.",https://www.imdb.com/title/tt0119079/
2000.0,The Jungle Book,The Jungle Book,1967,Wolfgang Reitherman,"Phil Harris, Sebastian Cabot, Bruce Reitherman, George Sanders",United States,"Argentina:Atp, Australia:G, Brazil:Livre, Canada:G, Canada:G::(Quebec), Denmark:A, Finland:K-7, Finland:K-3, Finland:S, Finland:K-8, France:Tous publics, Germany:0, Hong Kong:I, India:U, Ireland:G, Italy:T, Japan:G, Malaysia:U, Mexico:A, Netherlands:AL::(orginal rating), Netherlands:6, New Zealand:G, Nigeria:G, Norway:A::(DVD and Blu-ray rating), Norway:5::(cinema rating), Peru:Apt, Portugal:M/4, Saudi Arabia:G, Singapore:G, South Africa:A::(self-applied), South Korea:All, Spain:7, Sweden:7::(streaming rating), Sweden:Btl, Sweden:Btl, Switzerland:0::(canton of Geneva), Switzerland:7::(canton of Vaud), Taiwan:0+, United Kingdom:U, United States:Approved, United States:G, United Arab Emirates:PG::(DVD rating), West Germany:6","Animation, Adventure, Comedy, Family, Musical",78,"https://m.media-amazon.com/images/M/MV5BNGE4M2NiZDktY2E2MC00ZTY5LWIyMDktZWIxNzQ2OWU2NmQzXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","Abandoned after an accident, baby Mowgli is taken and raised by a family of wolves. As the boy grows older, the wise panther Bagheera realizes he must be returned to his own kind in the nearby man-village. Baloo the bear, however, thinks differently, taking the young Mowgli under his wing and teaching him that living in the jungle is the best life there is. Bagheera realizes that Mowgli is in danger, particularly from Shere Khan the tiger who hates all people. When Baloo finally comes around, Mowgli runs off into the jungle where he survives a second encounter with Kaa the snake and finally, with Shere Khan. It's the sight of a pretty girl, however, that draws Mowgli to the nearby man-village and stay there.",https://www.imdb.com/title/tt0061852/
2000.0,"Dwight Yoakam's South of Heaven, West of Hell","South of Heaven, West of Hell",2000,Dwight Yoakam,"Dwight Yoakam, Vince Vaughn, Billy Bob Thornton, Bridget Fonda",United States,"Argentina:13, Australia:MA15+, Germany:16, Iceland:16, United Kingdom:18::(video rating), United States:R","Drama, Western",131,"https://m.media-amazon.com/images/M/MV5BMDRjZmM1NzEtYjFjNC00YzUwLWEyYWEtMjg0NDQxY2VhYTMyXkEyXkFqcGc@._V1_SY150_CR1,0,101,150_.jpg","Valentine Casey is a U.S. Marshal in the desolate Tucson territory of the early 1900s. On Christmas Eve, his outlaw family pays him a disturbing visit. He must confront the sins of his past. He and his partner, U.S. Christmas, journey through the desert to a small town that the ruthless Henry Clan has hit in order to save Casey's love, Adalyne.",https://www.imdb.com/title/tt0179473/
2000.0,West Beirut,West Beirut,1998,Ziad Doueiri,"Rami Doueiri, Naamar Sahli, Mohamad Chamas, Rola Al Amin","France, Norway, Lebanon, Belgium","Argentina:13, Australia:M, France:Tous publics, Lebanon:(Banned), Singapore:M18, Spain:13, Sweden:11, Switzerland:12::(canton of Geneva), Switzerland:12::(canton of Vaud), United Kingdom:15, United States:PG-13","Comedy, Drama, Romance, War",105,"https://m.media-amazon.com/images/M/MV5BMjdiMzk4YTMtZTZlMy00ZWYwLTg3YTQtM2UyYmFmZGIzNTA1XkEyXkFqcGc@._V1_SY150_CR1,0,101,150_.jpg","In April, 1975, civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school, making Super 8 movies with his friend, Omar. At first the war is a lark: school has closed, the violence is fascinating, getting from West to East is a game. His mother wants to leave; his father refuses. Tarek spends time with May, a Christian, orphaned and living in his building. By accident, Tarek goes to an infamous brothel in the war-torn Olive Quarter, meeting its legendary madam, Oum Walid. He then takes Omar and May there using her underwear as a white flag for safe passage. Family tensions rise. As he comes of age, the war moves inexorably from adventure to tragedy.",https://www.imdb.com/title/tt0157183/
2000.0,The Grand Illusion,The Grand Illusion,1937,Jean Renoir,"Jean Gabin, Dita Parlo, Pierre Fresnay, Erich von Stroheim",France,"Argentina:13, Australia:G, Brazil:Livre, Finland:K-8, Finland:(Banned), Finland:K-16, France:Tous publics, Germany:12::(f), Germany:(Banned)::(1937-1945), Italy:T, Italy:(Banned)::(1938-1947), Japan:G, Malaysia:U, Netherlands:14, Netherlands:14, Netherlands:14, Norway:12, Norway:16, Portugal:M/6, South Korea:12, Spain:A::(ICAA), Sweden:15, United Kingdom:A, United Kingdom:U::(video rating), United States:Not Rated","Drama, War",113,"https://m.media-amazon.com/images/M/MV5BMTg3MTI5NTk0N15BMl5BanBnXkFtZTgwMjU1MDM5MTE@._V1_SY150_CR5,0,101,150_.jpg","World War I. During an air-reconnaissance mission, German ace pilot Captain von Rauffenstein shoots down the plane of aristocratic French pilot Captain de Boeldieu and his civilian mechanic co-pilot, Lieutenant Maréchal. Before long, the captured officers wind up in the Hallbach POW camp for officers, and they befriend Lieutenant Rosenthal, a wealthy former Jewish banker. There, they organise an escape along with a handful of determined compatriots. However, fate has other plans in store for them. Now, a heavily guarded train transfers the team to the impregnable Wintersborn fortress prison in Alsace, France, overseen by Rauffenstein himself. But something unexpected has happened. As respect and appreciation unite von Rauffenstein and de Boeldieu, the question remains. Will this delicate relationship, and the grand illusion, stand in the way of freedom?",https://www.imdb.com/title/tt0028950/
2000.0,The Wizard of Oz,The Wizard of Oz,1939,"Victor Fleming, King Vidor","Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr",United States,"Argentina:Atp, Australia:G, Brazil:Livre, Canada:G::(Manitoba/Nova Scotia/Quebec), Canada:F::(Ontario), Canada:G::(video rating), Chile:TE, Denmark:A, Ecuador:TP::(self-applied), Egypt:G::(self-applied), Finland:K-8, Finland:S, France:Tous publics, Germany:0, Greece:K, Hong Kong:I, Hungary:KN, Iceland:L, India:U, Indonesia:13+::(self-applied), Ireland:G, Israel:6+::(self-applied), Italy:T, Japan:G, Malaysia:U::(DVD), Mexico:A, Netherlands:AL::(video rating), New Zealand:G, Nigeria:G, Norway:A, Peru:Apt, Philippines:G, Poland:12::(self-applied), Portugal:M/4, Portugal:M/6::(DVD rating), Russia:0+, Russia:6+::(video rating), Saudi Arabia:G, Singapore:G, South Korea:All, South Korea:7::(DVD rating), Spain:16, Spain:A, Sweden:Btl::(orignal rating), Sweden:7, Taiwan:0+, Thailand:G::(self-applied), United Kingdom:A, United Kingdom:U, United States:Passed::(National Board of Review), United States:TV-G::(TV rating), United States:Approved, United States:TV-PG::(video rating), United States:PG, United States:G, United Arab Emirates:PG::(self-applied), West Germany:12::(f)","Adventure, Family, Fantasy, Musical",102,"https://m.media-amazon.com/images/M/MV5BYWRmY2I0MGItYTQ0OC00NWZmLWIwMDktYjJlNDc0MzVhMmViXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","When a tornado rips through Kansas, Dorothy Gale and her dog, Toto, are whisked away from their house to the magical Land of Oz. They follow the Yellow Brick Road to the Emerald City to meet the Wizard, and on the way, they meet a Scarecrow who wants a brain, a Tin Man who wants a heart, and a Cowardly Lion who wants courage. The Wizard asks them to bring him the Wicked Witch of the West's broom to earn his help.",https://www.imdb.com/title/tt0032138/
2000.0,Jules and Jim,Jules and Jim,1962,François Truffaut,"Jeanne Moreau, Oskar Werner, Henri Serre, Vanna Urbino",France,"Argentina:Atp, Australia:PG, Brazil:12, Canada:G::(Quebec), Denmark:12, Finland:K-16, France:Tous publics, France:13::(self-applied), Germany:12, Greece:K-12, Hong Kong:IIA, Italy:VM18, Italy:T, Japan:G, Mexico:B15, New Zealand:R16, Norway:15::(Streaming rating), Norway:16::(cinema rating), Portugal:M/16, Portugal:17, Portugal:M/12, Singapore:PG, South Korea:15, Spain:18, Spain:12, Spain:13, Spain:16, Sweden:15, Sweden:7, United Kingdom:PG::(DVD and Blu-ray rating), United Kingdom:X, United Kingdom:PG::(video), United Kingdom:12, United States:Not Rated, West Germany:18::(nf)","Drama, Romance",105,"https://m.media-amazon.com/images/M/MV5BM2Y0NmFlMmUtOTgwOC00MjVlLTk3NGEtZWNmYWZlMmI3ODBlXkEyXkFqcGc@._V1_SY150_CR5,0,101,150_.jpg","In pre-WWI Paris, two friends, Jules (Austrian) and Jim (French), fall in love with the same woman, Catherine. But Catherine loves and marries Jules. When they meet again in Germany after the war, Catherine starts to love Jim - This is the story of three people in love, a love that doesn't affect their friendship, and about how their relationship evolves with the years.",https://www.imdb.com/title/tt0055032/
2000.0,The Wizard of Oz,The Wizard of Oz,1939,"Victor Fleming, King Vidor","Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr",United States,"Argentina:Atp, Australia:G, Brazil:Livre, Canada:G::(Manitoba/Nova Scotia/Quebec), Canada:F::(Ontario), Canada:G::(video rating), Chile:TE, Denmark:A, Ecuador:TP::(self-applied), Egypt:G::(self-applied), Finland:K-8, Finland:S, France:Tous publics, Germany:0, Greece:K, Hong Kong:I, Hungary:KN, Iceland:L, India:U, Indonesia:13+::(self-applied), Ireland:G, Israel:6+::(self-applied), Italy:T, Japan:G, Malaysia:U::(DVD), Mexico:A, Netherlands:AL::(video rating), New Zealand:G, Nigeria:G, Norway:A, Peru:Apt, Philippines:G, Poland:12::(self-applied), Portugal:M/4, Portugal:M/6::(DVD rating), Russia:0+, Russia:6+::(video rating), Saudi Arabia:G, Singapore:G, South Korea:All, South Korea:7::(DVD rating), Spain:16, Spain:A, Sweden:Btl::(orignal rating), Sweden:7, Taiwan:0+, Thailand:G::(self-applied), United Kingdom:A, United Kingdom:U, United States:Passed::(National Board of Review), United States:TV-G::(TV rating), United States:Approved, United States:TV-PG::(video rating), United States:PG, United States:G, United Arab Emirates:PG::(self-applied), West Germany:12::(f)","Adventure, Family, Fantasy, Musical",102,"https://m.media-amazon.com/images/M/MV5BYWRmY2I0MGItYTQ0OC00NWZmLWIwMDktYjJlNDc0MzVhMmViXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","When a tornado rips through Kansas, Dorothy Gale and her dog, Toto, are whisked away from their house to the magical Land of Oz. They follow the Yellow Brick Road to the Emerald City to meet the Wizard, and on the way, they meet a Scarecrow who wants a brain, a Tin Man who wants a heart, and a Cowardly Lion who wants courage. The Wizard asks them to bring him the Wicked Witch of the West's broom to earn his help.",https://www.imdb.com/title/tt0032138/
2000.0,The Dark Side of the Rainbow,The Dark Side of the Rainbow,2000,Victor Fleming,"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr",United States,United States:TV-PG,"Adventure, Family, Fantasy, Music",43,"https://m.media-amazon.com/images/M/MV5BNDc3MGE3NzMtMmEwYS00ODI1LWI5OGQtZTM0ZjExZmY0N2IzXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","The coincidental pairing between Victor Fleming's 'The Wizard of Oz' with Pink Floyd's album The Dark Side of the Moon as soundtrack for the movie, combining some of the images with the lyrics and the sound effects used in most of the tracks, is an unique experience and a magical project that takes both medias into a whole new level.",https://www.imdb.com/title/tt2630514/
2000.0,Friends Seen and Unseen (Documentary about Prophet Omega),,,,,,,,,,,
2000.0,The 400 Blows,The 400 Blows,1959,François Truffaut,"Jean-Pierre Léaud, Claire Maurier, Albert Rémy, Guy Decomble",France,"Argentina:13, Australia:PG, Brazil:12, Finland:K-12, Finland:K-7::(DVD rating), Finland:K-8, France:Tous publics, France:10::(self-applied), Germany:12, Greece:K-8, Hungary:18, India:U, Italy:T, Japan:G, Mexico:B, Netherlands:18, New Zealand:PG::(VHS rating), Norway:12::(HBO Max), Norway:12::(iTunes rating), Norway:16::(cinema rating), Poland:12, Singapore:PG, Singapore:PG::(film festival rating), South Korea:15::(theatrical rating), South Korea:All::(DVD rating), Spain:A::(ICAA), Sweden:15, Sweden:11, Taiwan:PG-12, United Kingdom:A, United Kingdom:PG, United Kingdom:PG::(video rating), United States:Not Rated, West Germany:16","Crime, Drama",99,"https://m.media-amazon.com/images/M/MV5BOTU3YTM0YzQtMmFlOS00OTIxLWFmZjctMDJkOGQxNTVhODM3XkEyXkFqcGc@._V1_SY150_CR6,0,101,150_.jpg","Seemingly in constant trouble at school, 14-year-old Antoine Doinel returns at the end of every day to a drab, unhappy home life. His parents have little money and he sleeps on a couch that's been pushed into the kitchen. His parents bicker constantly and he knows his mother is having an affair. He decides to skip school and begins a downward spiral of lies and theft. His parents are at their wits' end, and after he's stopped by the police, they decide the best thing would be to let Antoine face the consequences. He's sent to a juvenile detention facility where he doesn't do much better. He does manage to escape however.",https://www.imdb.com/title/tt0053198/
2000.0,West Beirut,West Beirut,1998,Ziad Doueiri,"Rami Doueiri, Naamar Sahli, Mohamad Chamas, Rola Al Amin","France, Norway, Lebanon, Belgium","Argentina:13, Australia:M, France:Tous publics, Lebanon:(Banned), Singapore:M18, Spain:13, Sweden:11, Switzerland:12::(canton of Geneva), Switzerland:12::(canton of Vaud), United Kingdom:15, United States:PG-13","Comedy, Drama, Romance, War",105,"https://m.media-amazon.com/images/M/MV5BMjdiMzk4YTMtZTZlMy00ZWYwLTg3YTQtM2UyYmFmZGIzNTA1XkEyXkFqcGc@._V1_SY150_CR1,0,101,150_.jpg","In April, 1975, civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school, making Super 8 movies with his friend, Omar. At first the war is a lark: school has closed, the violence is fascinating, getting from West to East is a game. His mother wants to leave; his father refuses. Tarek spends time with May, a Christian, orphaned and living in his building. By accident, Tarek goes to an infamous brothel in the war-torn Olive Quarter, meeting its legendary madam, Oum Walid. He then takes Omar and May there using her underwear as a white flag for safe passage. Family tensions rise. As he comes of age, the war moves inexorably from adventure to tragedy.",https://www.imdb.com/title/tt0157183/
2000.0,The Dark Side of the Rainbow,The Dark Side of the Rainbow,2000,Victor Fleming,"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr",United States,United States:TV-PG,"Adventure, Family, Fantasy, Music",43,"https://m.media-amazon.com/images/M/MV5BNDc3MGE3NzMtMmEwYS00ODI1LWI5OGQtZTM0ZjExZmY0N2IzXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","The coincidental pairing between Victor Fleming's 'The Wizard of Oz' with Pink Floyd's album The Dark Side of the Moon as soundtrack for the movie, combining some of the images with the lyrics and the sound effects used in most of the tracks, is an unique experience and a magical project that takes both medias into a whole new level.",https://www.imdb.com/title/tt2630514/
