Year,Title,IMDb Title,IMDb Year,Director,Cast,Country,Certification,Genre,Runtime,Poster URL,Plot Outline,IMDb URL
2003.0,School's Out: The Life of a Gay High School in Texas,School's Out: The Life of a Gay High School in Texas,2003,Jeremy Simmons,,United States,,Documentary,69,,,https://www.imdb.com/title/tt0363981/
2003.0,The Gift,The Gift,2000,Sam Raimi,"Cate Blanchett, Giovanni Ribisi, Keanu Reeves, Katie Holmes",United States,"Argentina:16, Australia:MA, Brazil:16, Canada:14A::(Alberta), Canada:18A::(British Columbia), Canada:14A::(Canadian Home Video), Canada:PA::(Manitoba), Canada:14::(Nova Scotia), Canada:AA::(Ontario), Canada:13+::(Québec), Chile:16+::(Netflix self-rating), Finland:K-15/13, Finland:K-16/13, France:12, Germany:16, Hong Kong:IIB, Iceland:16, Ireland:18, Italy:VM14, Italy:VM18::(self-applied), Japan:PG-12, Malaysia:U, Malaysia:18PL, Mexico:B, Netherlands:12::(withdrawn), Netherlands:16, New Zealand:R16, Norway:15, Peru:14, Philippines:PG-13, Poland:16::(self-applied), Portugal:M/16, Russia:16+, Singapore:M18, Singapore:NC-16, South Africa:16, South Korea:15, Spain:13, Spain:16, Sweden:15, Switzerland:16::(canton of Geneva), Switzerland:16::(canton of Vaud), Taiwan:12+, United Kingdom:15, United States:R, United Arab Emirates:Not Rated","Drama, Fantasy, Horror, Mystery",111,"https://m.media-amazon.com/images/M/MV5BNDlhOWFhNTctMTNiYS00NjEwLWJjNDQtMmEyOWZhZTA0YjgyXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg","When Jessica King goes missing, all eyes turn to Annabelle Wilson. Not as a murder suspect, but as a clairvoyant. Many of the towns folk go to Annabelle for help, and Jessica's fiancée, Wayne Collins, turns to Annabelle for possible guidance. Annabelle feels that she can't help, but this doesn't stop her from constantly getting visions of Jessica's fate.",https://www.imdb.com/title/tt0219699/
2003.0,Suddenly (Tan de Repente),Suddenly,2002,Diego Lerman,"Tatiana Saphir, Carla Crespo, Verónica Hassan, Beatriz Thibaudin","Argentina, Netherlands","Argentina:16, Argentina:18::(TV rating), Denmark:11, France:Tous publics, Germany:16, Hong Kong:IIB, Ireland:16, Netherlands:16, Norway:15, Poland:15, Portugal:M/16, Sweden:11, Switzerland:16::(canton of Geneva), Switzerland:16::(canton of Vaud), Switzerland:14::(canton of Zurich), United Kingdom:15, United States:Unrated","Comedy, Drama",92,"https://m.media-amazon.com/images/M/MV5BODA0NjQ5ODA1Ml5BMl5BanBnXkFtZTcwNDQ3NjcyMQ@@._V1_SY150_CR0,0,101,150_.jpg","Young naive girl Marcia learns about her sexuality. Marcia is kidnapped by two punk women, Mao and Veronica Hassan. They take her to a coast which Marcia had never seen before. Eventually three women get familiar to each other and end up at Lenin's Grandma's friend, Aunt Blanca's house as paying guest. There everybody discovers and rediscovers the relationships and affect each other.",https://www.imdb.com/title/tt0324158/
2003.0,Webcam Boys,WebCam Boys,2001,,"Zack Allen, Ant, Cody & Cory, Jeremy Foxx",United States,,Documentary,57,,"10 guys who run gay webcam sites discuss the pros and cons of life on-line. Among the 10 are a young surfer with a hyper sex drive, a bisexual man with a girlfriend who's expecting, two brothers who are closer than most parents would want, a hustler who collects movie memorabilia and an aging porn star who is using this as a way of working through some old issues.",https://www.imdb.com/title/tt0409472/
2003.0,Amasong Chorus: Singing Out,,,,,,,,,,,
2003.0,Shorts program: LTR; Breaking Up Really Sucks; Give of Take an Inch; D.E.B.S.,,,,,,,,,,,
2003.0,Flora's Garment Bursting into Bloom,Flora's Garment Bursting Into Bloom,2003,Kevin Baggott,"Kevin Baggott, Janice Danielle, Claudina Del Guidice, Etienne Navarre",United States,United States:Not Rated,Drama,93,"https://m.media-amazon.com/images/M/MV5BMjg1ZDZiMDUtNmY2YS00NzZiLWEzNTAtY2VlNGE4NDc5NzllXkEyXkFqcGc@._V1_SY150_CR3,0,101,150_.jpg",,https://www.imdb.com/title/tt0397425/
2003.0,Buffalo Soldiers,Buffalo Soldiers,2001,Gregor Jordan,"Joaquin Phoenix, Ed Harris, Scott Glenn, Anna Paquin","United Kingdom, Germany","Australia:MA, Canada:18A::(Ontario), Denmark:15, Finland:K-15, Germany:16, Iceland:16, Ireland:18, Netherlands:16, New Zealand:R16, Norway:15, Philippines:R-13, Portugal:M/16, Russia:16+, Singapore:NC-16, South Africa:16, Spain:18, Spain:16, Taiwan:12+, United Kingdom:15, United States:TV-14::(LSV, for rating.), United States:R","Comedy, Crime, Drama, Thriller, War",98,"https://m.media-amazon.com/images/M/MV5BYWM4Mjk2NjItNzdiNC00YjQ1LTg1MWEtYzcwZDFkOWRkMGI3XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","1989. The Berlin Wall is about to fall, and the world is about to be made safe for the new world order. But outside of Stuttgart, West Germany, at Theodore Roosevelt Army Base, Specialist Ray Elwood of the 317th Supply Battalion is about to find his own cold war turn white hot. Elwood's a lovable rogue, a conscript who's managed to turn his military servitude into a blossoming network of black market deals, more out of boredom than ambition. Officially, there's his day job as battalion secretary to the inept but caring Commander Wallace Berman. On the side, there's everything from selling the locals stolen Mop'N'Glo to cooking heroin for the base's ruthless head of Military Police, Sgt. Saad. When a new top sergeant arrives, with the avowed intention of cleaning the base up, Elwood thinks the new blood is nothing he can't handle, especially after he lays eyes on the top's daughter, rebellious Robyn. But that was before he figured in the $5 million in stolen arms that just landed on his lap, Berman's jealous wife, an insane Turkish drug dealer, and, of course, the resulting lust, betrayal, and murder.",https://www.imdb.com/title/tt0252299/
2003.0,Madame Sata,Madame Satã,2002,Karim Aïnouz,"Lázaro Ramos, Marcélia Cartaxo, Flavio Bauraqui, Fellipe Marques","Brazil, France","Argentina:18, Australia:MA, Brazil:16, Canada:16+::(Quebec), France:12, Hungary:16, Mexico:C, Netherlands:16, New Zealand:R16, Taiwan:18+, United States:Unrated","Biography, Crime, Drama, Music, Romance",105,"https://m.media-amazon.com/images/M/MV5BMTU3MzU3NTI1Nl5BMl5BanBnXkFtZTcwOTE3MzAwMQ@@._V1_SY150_CR1,0,101,150_.jpg","A story inspired by the life of one of the most remarkable figures in Brazilian popular culture, João Francisco dos Santos (1900-1976). In turn, bandit, transvestite, street fighter, brothel cook, convict and father to seven adopted children, dos Santos--better known as Madame Satã--was also a notorious gay performer who pushed social boundaries in a volatile time. The story begins in 1932, in Rio de Janeiro's bohemian Lapa district, when João Francisco is about to achieve his dream: becoming a stage star. In the sordid yet lively world of Lapa--populated by pimps, prostitutes and other denizens of Rio's underworld--João battles the streets and presides over a surrogate family that includes the charming prostitute Laurita, and her baby daughter whom everyone dotes on; the flamboyant hustler Taboo; João's teenage lover, Renatinho; and Amador, the owner of the Blue Danube club which is their second home. It is at the Blue Danube that street tough João begins to sing, and the mythic drag artiste Madam Satã is born.",https://www.imdb.com/title/tt0317887/
2003.0,Aint Nothing but the Blues (Play),Eric Clapton: Nothing But the Blues,1995,,Eric Clapton,United States,,"Documentary, Biography, Music",87,"https://m.media-amazon.com/images/M/MV5BNDUxZjgzZjctMjFiZi00YmQwLTg3MmMtMzY4ZTliZWMyMDVhXkEyXkFqcGc@._V1_SY150_CR2,0,101,150_.jpg",,https://www.imdb.com/title/tt0112979/
2003.0,Southlander,Southlander,2001,Steve Hanft,"Rory Cochrane, Rossie Harris, Beth Orton, Lawrence Hilton-Jacobs",United States,,"Drama, Music, Comedy",80,"https://m.media-amazon.com/images/M/MV5BMjAwMzUzMTQzNF5BMl5BanBnXkFtZTcwOTIzNzAzMQ@@._V1_SY150_CR0,0,101,150_.jpg","In a city of desperate musicians, it takes a little bit more than talent to beat the odds. The MoleTron keyboard was Chance's ticket out of town. With it, the gig and the girl were his. But in the Southlander game, you might get a little bit more than you bargained for. Earth people are 'onto' the sound of the MoleTron synthesizer, which Chance, the 'Chosen One' chases after.",https://www.imdb.com/title/tt0278044/
2003.0,Bonhoeffer,Bonhoeffer,2003,Martin Doblmeier,"Klaus Maria Brandauer, Adele Schmidt, Richard Mancini, Martin Doblmeier",United States,"Australia:PG, United States:TV-14","Documentary, Biography, History, War",93,"https://m.media-amazon.com/images/M/MV5BMTY1NDg1MTkzMF5BMl5BanBnXkFtZTgwOTYzNjY2MDE@._V1_SY150_CR7,0,101,150_.jpg","Portrait of Dietrich Bonhoeffer, the German theologian who was imprisoned and killed by the Nazis for plotting to assassinate Hitler, conveys the essence of a man and his world. Bonhoeffer's life is lyrically presented, with his friends and family shedding light on his breakaway seminary, his travels to America and Harlem, his calls to change the world for better, and his noble attempts to respond to Nazi Germany as a Christian.",https://www.imdb.com/title/tt0371583/
2003.0,Franklin's Sweetheart,Aretha Franklin and the Sweet Inspirations in Concert,1968,Bob Rooyens,"Aretha Franklin, The Sweet Inspirations, Joost den Draaijer",Netherlands,,Music,42,,,https://www.imdb.com/title/tt8879558/
2003.0,The Magdalene Sisters,The Magdalene Sisters,2002,Peter Mullan,"Geraldine McEwan, Anne-Marie Duff, Nora-Jane Noone, Dorothy Duffy","United Kingdom, Ireland","Argentina:16, Australia:MA, Canada:14A, Chile:14, Finland:K-15, France:Tous publics avec avertissement, Germany:12, Hong Kong:IIB, Iceland:12, Ireland:18::(DVD additional material), Ireland:15PG::(cinema rating), Ireland:15::(video rating), Italy:T, Japan:R-15, Mexico:B15, New Zealand:R16, Norway:11, Portugal:M/16, Russia:16+, Singapore:M18, South Africa:16::(DVD rating), South Korea:18, Spain:13, Sweden:11, Switzerland:14::(canton of Geneva), Switzerland:14::(canton of Vaud), Switzerland:14::(canton of Zurich), United Kingdom:15, United Kingdom:18::(DVD additional material), United States:R",Drama,114,"https://m.media-amazon.com/images/M/MV5BMGZkNTdhNWYtYTZmNi00NzQzLWFiMDYtOTBkOThkMzkyNGQ5XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","A thoroughly mind-provoking film about 3 young women who, under tragic circumstances, see themselves cast away to a Magdalene Asylum for young women in 1964. One of many like institutions, the asylums are run like prisons and young girls are forced to do workhouse laundry and hard labor. The asylum, one of many that existed in theocratic Catholic Ireland, is for supposedly 'fallen' women. Here, young girls are imprisoned indefinitely and endure agonizing punishments and a long, harsh working system which leaves them physically drained and mentally damaged. As the girls bond together, it soon becomes clear that the only way out of the Magdalene convent is to escape, but with twisted Sister Bridget running the wing, any chances seem limited...",https://www.imdb.com/title/tt0318411/
2003.0,The Heart of Me,The Heart of Me,2002,Thaddeus O'Sullivan,"Helena Bonham Carter, Olivia Williams, Paul Bettany, Eleanor Bron","United Kingdom, Germany","Australia:M, Canada:14A::(Ontario), Netherlands:12, Singapore:M18, United Kingdom:15, United States:R","Drama, Romance",96,"https://m.media-amazon.com/images/M/MV5BYzg2Njg5NWQtMDdmMi00ZTk4LTg4NjMtNTlmOTNiYmY1MzkwXkEyXkFqcGc@._V1_SY150_CR2,0,101,150_.jpg","In the 1930s Ricky Masters, an English businessman, marries Madeleine, a fine match socially, but the cultured aesthete is more and more attracted to her sister Dinah, a 'Bohemian' painter, and as they spend time together their affair becomes physical, even all the way; yet when she gets pregnant they decide to leave his marriage intact. He raises his son with Madeleine, who tells him only in 1946 that she knew after he had a car accident during a 'business trip' to southern France that caused Dinah to loose her unborn daughter; now Ricky wants to leave Madeleine, but she refuses a divorce; after a time in hospital he is told Dinah chose to move back to France without him while she's really living in London, still not the last twist of the drama...",https://www.imdb.com/title/tt0301390/
2003.0,The 16mm Membership Celebration,,,,,,,,,,,
2003.0,Demonlover,Demonlover,2002,Olivier Assayas,"Connie Nielsen, Charles Berling, Chloë Sevigny, Dominique Reymond","France, Mexico","Argentina:16, Australia:R, Australia:M::(TV rating), Brazil:18, Canada:R::(Manitoba/Nova Scotia), Canada:16+::(Quebec), Finland:K-15, France:12, Germany:18, Hong Kong:III, Italy:VM14::(DVD rating), Japan:R-18, New Zealand:R18, Norway:15::(DVD rating), Philippines:R-13, Russia:18+, Spain:18, Sweden:15, Switzerland:16::(canton of Geneva), Switzerland:16::(canton of Vaud), United Kingdom:18, United States:R, United States:Unrated","Drama, Mystery, Thriller",129,"https://m.media-amazon.com/images/M/MV5BNDI3OTNjYWYtZmE3Ny00YzY5LTg0MmQtYjhlNDFlMjA2YmZjXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","Diane works for a French firm bidding to purchase a Japanese animation outfit. Diane maliciously hatches a plot to take the job of her supervisor Karen. The plan succeeds, but then Diane faces problems when a competing American firm, represented by Elaine, becomes involved. Diane's assistant Elise remains loyal to Karen, and she frustrates Diane's every move. When it comes to light that the one of the concerned parties controls an Internet site which broadcasts actual torture, the plot thickens.",https://www.imdb.com/title/tt0284034/
2003.0,The Rocky Horror Picture Show,The Rocky Horror Picture Show,1975,Jim Sharman,"Tim Curry, Susan Sarandon, Barry Bostwick, Richard O'Brien","United Kingdom, United States","Argentina:X, Argentina:16, Australia:M, Brazil:14, Brazil:14, Brazil:18, Bulgaria:C, Canada:14A::(Alberta), Canada:R::(Nova Scotia), Canada:AA::(Ontario), Canada:G::(Quebec), Canada:PG::(Saskatchewan), Chile:14, Finland:K-14, France:Tous publics::(1970s), France:12, Germany:12, Hong Kong:II, Hong Kong:IIB, Iceland:12, India:UA, India:A::(1970s), Ireland:12A, Ireland:18::(video), Ireland:12A, Ireland:15::(video), Israel:15+::(self-applied), Italy:VM14, Japan:R, Japan:G::(Prime Video rating), Malaysia:U, Maldives:15+::(recommended rating), Mexico:C, Netherlands:16, New Zealand:M, New Zealand:R18, New Zealand:R13, New Zealand:R16, Nigeria:12, Norway:16, Norway:15::(TV rating), Norway:12::(recommended rating), Poland:b.o.::(self-applied), Portugal:M/12, Russia:16+, Saudi Arabia:PG12, Singapore:M18, Singapore:(Banned), Singapore:M18, Singapore:R(A), South Africa:13, South Africa:PG::(DVD), South Korea:18, Spain:18, Spain:16, Spain:13, Sweden:15, Taiwan:12+, Taiwan:15+, United Kingdom:12A, United Kingdom:18::(YouTube), United Kingdom:12A, United Kingdom:12A, United Kingdom:12::(theatrical rating), United Kingdom:15::(VHS), United Kingdom:AA, United States:TV-MA, United States:TV-14, United States:R, United Arab Emirates:Not Rated, West Germany:12","Comedy, Horror, Musical",100,"https://m.media-amazon.com/images/M/MV5BOTg2YzY5ZGYtNDk1My00N2Q2LWFhN2YtZWU5YTkzODIyZGRmXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg","On a wild and rain-swept late-November evening, somewhere at an empty stretch of road outside Ohio's merry Denton, blissfully-affianced, prudish, boringly-innocent young pair Brad Majors (Barry Bostwick) and Janet Weiss (Susan Sarandon) find themselves stranded on their way to visit an ex-tutor. Instead, the couple will inadvertently unearth the cross-dressing Dr. Frank-N-Furter's (Tim Curry's) spooky lair of inexhaustible oddities, just in time to partake in the out-of-this-world mad scientist's proud unveiling of his latest, delightfully extravagant, most daring creation: the ultimate male and the perfect sex symbol: the flaxen-haired Rocky Horror (Peter Hinwood). But, little by little, as the effervescent transgressive force gobbles up whole the unsuspecting visitors of the night, Brad and Janet slowly begin to embrace the potent fascinations of seduction, while an idolized Rocky roams free in the mansion. Who can interrupt man's union with the absolute pleasure?",https://www.imdb.com/title/tt0073629/
2003.0,16mm Halloween Night Marathon,,,,,,,,,,,
2003.0,Best in Show,Best in Show,2000,Christopher Guest,"Jay Brazeau, Parker Posey, Michael Hitchcock, Catherine O'Hara",United States,"Argentina:13, Australia:PG, Canada:PG::(Canadian Home Video rating), Finland:K-11, France:Tous publics, Germany:12::(bw), Greece:K, Iceland:L, Italy:T, New Zealand:PG, Norway:11::(VOD), Poland:12::(self-applied), Singapore:NC-16, South Korea:15, Spain:A, United Kingdom:12, United States:PG-13",Comedy,90,"https://m.media-amazon.com/images/M/MV5BMTQ5OTc0NDU1MF5BMl5BanBnXkFtZTYwNzk1OTI3._V1_SY150_CR0,0,101,150_.jpg","At the prestigious Mayflower Dog Show, a ""documentary film crew"" captures the excitement and tension displayed by the eccentric participants in the outrageously hilarious satire Best In Show. This biting send-up exposes the wondrously diverse dog owners who travel from all over America to showcase their four-legged contenders. Mild-mannered salesman Gerry Fleck (Eugene Levy) and his vivacious wife, Cookie (Catherine O'Hara), happily prepare their Norwich Terrier, while shop owner Harlan Pepper (Christopher Guest) hopes his Bloodhound wins top prize. As two upwardly mobile attorneys (Parker Posey and Michael Hitchcock) anxiously ready their neurotic Weimaraner and an ecstatically happy gay couple (Michael McKean and John Michael Higgins) dote on their tiny Shih Tzu, inept commentator Buck Laughlin (Fred Willard) vainly attempts to provide colorful tidbits about each breed.",https://www.imdb.com/title/tt0218839/
2003.0,Just an American Boy,Just an American Boy,2003,Amos Poe,"Eric Ambel, Justin Townes Earle, Steve Earle, Kelley Looney",United States,United States:Unrated,Documentary,95,"https://m.media-amazon.com/images/M/MV5BMTQ1NTcwNTU4Ml5BMl5BanBnXkFtZTcwOTMxMDUyMQ@@._V1_SY150_CR1,0,101,150_.jpg",,https://www.imdb.com/title/tt0380473/
2003.0,To Be and To Have,Am Arsch der Welt. To have and to be,1981,Klaus Wyborny,"Bernd Broaderup, Heinz Emigholz, Maja Engel, Silke Grossmann",West Germany,,Comedy,80,,,https://www.imdb.com/title/tt0375544/
2003.0,Stoked: The Rise and Fall of Gator,Stoked: The Rise and Fall of Gator,2002,Helen Stickler,"Mark 'Gator' Rogowski, Tony Hawk, Jason Jessee, John Brinton Hogan",United States,"Australia:M, United Kingdom:15, United States:R","Documentary, Sport",82,"https://m.media-amazon.com/images/M/MV5BMTU3MzE4MzU2M15BMl5BanBnXkFtZTcwNDM3NDAwMQ@@._V1_SX101_CR0,0,101,150_.jpg","STOKED tells the story of 80s skateboarding icon and convicted rapist and murderer Mark ""Gator"" Rogowski. Spanning a decade from the early 80s to early 90s, STOKED is the fascinating character study of a young man's development, couched within the social and historical framework of skateboarding's biggest era. STOKED takes a trip to the 'in-your-face' era of 80s youth pop culture, exploring the mechanism of fame and its darker consequences in one man. A thoughtful and energetic look back at the apex of punk rock, neon jams, and the early days of MTV, the archival documentary follows skateboarding from its grass roots in Southern California backyards to an international phenomenon. Featuring skateboarding legends such as Tony Hawk, Stacy Peralta, Lance Mountain, Steve Caballero, and testimony from Mark ""Gator"" Rogowski from behind bars, STOKED dramatically reveals for the first time the factors leading to a star's tragic fall from grace, and the unyielding spirit that allows skateboarding to reinvent itself.",https://www.imdb.com/title/tt0271211/
2003.0,Nashville Jewish Film Festival,,,,,,,,,,,
2003.0,The Holy Land,The Holy Land,2001,Eitan Gorlin,"Oren Rehany, Tchelet Semel, Saul Stein, Albert Iluz",Israel,"United States:Unrated, United States:R",Drama,102,"https://m.media-amazon.com/images/M/MV5BMzI2Y2M3YjUtNmE3Ni00Yjk3LWFlYzMtNDM5NWM4OTRmOWEzXkEyXkFqcGc@._V1_SY150_CR3,0,101,150_.jpg","A coming-of-age saga set against the tense backdrop of Arab-Israeli politics. Mendy is a young Rabbinical student whose mind is too full of curiosity about the world that exists outside the restrictions of Orthodox Judaism. Recognizing his distraction, Mendy's teacher suggests that he visit a prostitute to get it out of his system. But on a fateful night, when he meets Sacha, a captivating Russian expatriate, who works in a Tel Aviv bordello, his appetite for outside experience only grows stronger.",https://www.imdb.com/title/tt0283387/
2003.0,Bubba Ho-Tep,Bubba Ho-Tep,2002,Don Coscarelli,"Bruce Campbell, Ossie Davis, Ella Joyce, Heidi Marnhout",United States,"Argentina:16, Australia:M, Canada:14A, Canada:13+::(Quebec), Denmark:15, Finland:K-18, France:Tous publics, Germany:16, Ireland:15, New Zealand:M, Spain:13, United Kingdom:15, United States:R","Comedy, Fantasy, Horror, Mystery",92,"https://m.media-amazon.com/images/M/MV5BNWZiYTA4NTctMGQ5OC00MWMzLWE0YTUtZTllZTdjOTY0ZjNmXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg","Based on the Bram Stoker Award nominee short story by cult author Joe R. Lansdale, Bubba Ho-tep tells the ""true"" story of what really did become of Elvis Presley. We find Elvis (Bruce Campbell) as an elderly resident in an East Texas rest home, who switched identities with an Elvis impersonator years before his ""death"", then missed his chance to switch back. Elvis teams up with Jack (Ossie Davis), a fellow nursing home resident who thinks that he is actually President John F. Kennedy, and the two valiant old codgers sally forth to battle an evil Egyptian entity who has chosen their long-term care facility as his happy hunting grounds.",https://www.imdb.com/title/tt0281686/
2003.0,Beyond Right & Wrong,Right and Wrong,1978,Azizollah Rafie,"Bahman Mofid, Manoochehr Vossoogh, Mastaneh Jazayeri, Hengameh",Iran,,,,"https://m.media-amazon.com/images/M/MV5BNGZkZDMxYmYtZDQ2Zi00MGUxLTk2ZGUtMjY5ZGE1ODU1ZGM2XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,https://www.imdb.com/title/tt11405010/
2003.0,The Weather Underground,The Weather Underground,2002,"Sam Green, Bill Siegel","Lili Taylor, Pamela Z, Jim Lange, Evan White",United States,"Australia:M, Netherlands:16, New Zealand:R13, Singapore:PG, United States:Unrated","Documentary, History, War",92,"https://m.media-amazon.com/images/M/MV5BZGQzZDc3YTItODMwZS00NTY1LWE0MzAtZWM0NTg1OWVlMDllXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","In the late 1960s and early 1970s polarization of American political situation was becoming acute, with the Vietnam War abroad and civil rights at home being the most pressing issues. For the youth political movement, seemingly ineffectual methods of peaceful protest and resistance led to the rise of a faction that wanted a more extreme approach that the government could not ignore. One particular group, the Weather Underground, attempted to team up with the Black Panthers to violently confront the US government. They began with participation in street riots, and escalated their efforts to include the bombing of specific targets associated with the government or local power structures. Through archival footage and interviews of participants on both sides of this conflict, this film covers the Weather Underground's campaign of violence through this period, the FBI's strategies and tactics to apprehend them (including some deemed unethical or illegal), until changing times and disillusionment brought their activities to an end.",https://www.imdb.com/title/tt0343168/
2003.0,Sylvia,Sylvia,2003,Christine Jeffs,"David Birkin, Alison Bruce, Amira Casar, Daniel Craig",United Kingdom,"Australia:M, Brazil:14, Canada:14A::(Ontario), Finland:K-15, Germany:12, Iceland:12, Japan:R-15, Netherlands:6, Norway:15, Portugal:M/16, Russia:16+, Singapore:R(A), Singapore:M18, South Korea:15, United Kingdom:15, United States:R","Biography, Drama, Romance",110,"https://m.media-amazon.com/images/M/MV5BOGY0NWI5ZDMtNzU0NC00NmNmLThmMDAtNjdlMjgzODI0MzA2XkEyXkFqcGc@._V1_SY150_CR2,0,101,150_.jpg","In 1956, aspiring American poet Sylvia Plath (Gwyneth Paltrow) meets fellow poet Edward James ""Ted"" Hughes (Daniel Craig) at Cambridge, where she is studying. Enthralled with the genius of his writing, Sylvia falls in love with him even before meeting him, and he quickly falls in love with her. They eventually marry. Sylvia quickly learns that others are also enthralled with her husband, for a combination of his good looks, charisma, fame, and success. Sylvia lives in her husband's professional shadow as she tries to eke out her own writing career, which doesn't come as naturally to her as it does to Ted. She also suspects him of chronic infidelity. Both issues affect Sylvia's already fragile emotional state, she, who once tried to commit suicide earlier in her life. Through her pain and her anger, she does gain minor success as a writer, with a completed semi-autobiographical novel and a few well received collection of poems. Following, she tries to regain some happiness in her life with Ted, but has an alternate plan if that does not work out as she wants.",https://www.imdb.com/title/tt0325055/
2003.0,Ka Ho Naa Ho,Kal Ho Naa Ho,2003,Nikkhil Advani,"Shah Rukh Khan, Preity G Zinta, Saif Ali Khan, Jaya Bachchan",India,"Argentina:Atp, Australia:PG, Belgium:AL/Tous, Brazil:12, Canada:PG::(Alberta), Canada:G::(Québec), Colombia:T, France:Tous publics, Germany:6, Hong Kong:IIA, Hungary:12, India:U, Italy:T, Japan:G, Malaysia:U, Netherlands:12, New Zealand:M, Nigeria:G, Philippines:G, Russia:12+, Saudi Arabia:G, Singapore:PG, South Africa:PG, South Korea:All, Switzerland:10::(canton of Geneva), Switzerland:10::(canton of Vaud), Switzerland:12::(canton of Zurich), United Kingdom:12A, United Kingdom:12::(DVD rating), United States:Not Rated, United Arab Emirates:All::(self-applied)","Comedy, Drama, Musical, Romance",186,"https://m.media-amazon.com/images/M/MV5BYTE2NWJmNDEtNDQxZS00N2UxLTg4ZjQtN2VhZmZhZTE4NDcxXkEyXkFqcGc@._V1_SY150_CR2,0,101,150_.jpg","The film's female lead, Naina (Preity Zinta) narrates the story. Her father had committed suicide years ago which left a deep impact on her heart. Her family is dysfunctional since her mother and grandmother just cannot stop arguing. But when Aman (Shahrukh Khan) arrives next door, the whole gloomy conditions change. Aman infuses life in skeptical and overtly serious Naina, and she falls in love with him. But Aman knows that he cannot marry Naina because of a secret which he cannot divulge to her. So he intends upon setting her up with her best pal Rohit (Saif Ali Khan).",https://www.imdb.com/title/tt0347304/
2003.0,Carnage,Carnage,1984,Andy Milligan,"Deeann Veeder, Chris Georges, Leslie Den Dooven, Michael Chiodo",United States,"Australia:R, Canada:R::(Ontario), Norway:15::(recommended rating), United Kingdom:18, United States:Not Rated, West Germany:Not Rated::(BPjM restricted)",Horror,91,"https://m.media-amazon.com/images/M/MV5BODkxOTIxYWQtZWVmYy00YTRhLWE4OTktMjAxNjQwMjBiMTk3XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,https://www.imdb.com/title/tt0185976/
2003.0,The Station Agent,The Station Agent,2003,Tom McCarthy,"Peter Dinklage, Paul Benjamin, Jase Blankfort, Paula Garcés",United States,"Australia:M, Canada:14A::(Ontario), Finland:K-3, Germany:0, Iceland:L, Italy:T, Netherlands:AL, New Zealand:M, Norway:7, Portugal:M/12, South Korea:12, Spain:7, Sweden:Btl, Switzerland:10::(canton of Geneva), Switzerland:10::(canton of Vaud), United Kingdom:15, United States:R","Comedy, Drama",89,"https://m.media-amazon.com/images/M/MV5BMTUzNDgyMzg3Ml5BMl5BanBnXkFtZTcwMzIxNTAwMQ@@._V1_SY150_CR0,0,101,150_.jpg","When his only friend and co-worker dies, a young man born with dwarfism moves to an abandoned train depot in rural New Jersey. Though he tried to maintain a life of solitude, he is soon entangled with an artist who is struggling with a personal tragedy and an overly friendly Cuban hot-dog vendor.",https://www.imdb.com/title/tt0340377/
